frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_42,ID_43
1107,(1649!419),(181!456),(374!491),,,(1122!340),(395!837),,(1616!513),(1257!170),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,(1649!419),(180!455),(373!492),,(1521!715),(1122!340),(395!837),,(1616!511),(1257!170),(338!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,(1649!419),(177!453),(373!492),,(1520!714),(1122!339),,,(1616!511),(1257!171),(338!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,(1650!419),(177!453),(374!491),,(1520!713),(1122!338),(395!837),,(1616!511),(1257!170),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,(1650!419),(177!453),(373!492),,(1520!712),(1122!339),(395!837),,(1616!511),(1257!171),(338!131),,(554!859),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,(1649!419),(180!455),(373!492),,,(1122!338),(395!837),,(1616!511),(1257!170),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,(1649!419),(179!453),(374!490),,,(1122!338),(395!837),,(1616!511),(1257!171),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,(1649!419),(181!455),(374!490),,(1519!708),(1122!338),,,(1616!511),(1257!170),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,(1650!419),(180!454),(374!491),,,(1122!338),(395!837),,(1616!511),(1257!171),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,(1649!418),(178!453),(373!492),,,(1121!338),(395!837),,(1616!511),(1257!171),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,(1649!419),(177!453),(373!492),,,(1121!338),(395!837),,(1616!511),(1258!172),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,(1650!418),(178!454),(374!491),,(1518!702),(1122!338),(395!838),,(1616!512),,(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,(1649!419),(178!454),(373!492),,(1517!701),(1122!338),(395!838),,,(1257!172),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,(1649!419),(181!454),(373!491),,(1517!699),(1122!338),(395!837),,,(1256!169),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,(1649!419),(176!452),(373!491),,,(1122!341),(394!837),,(1617!513),(1257!174),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,(1649!419),(177!452),(372!492),,(1516!697),(1122!340),(394!837),,(1617!513),,(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,(1649!419),(177!453),(373!491),,,(1122!338),(395!837),,(1617!514),(1256!178),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,(1648!419),(177!454),(373!490),,(1515!697),(1122!338),(395!837),,(1616!512),,(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,(1649!419),(177!452),(373!490),,,(1122!338),,,(1616!512),(1258!182),(338!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,(1649!419),(178!452),(373!492),,,(1121!338),(395!837),,(1616!512),(1258!181),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,(1649!419),(179!452),(373!490),,,(1121!338),,,(1616!512),(1258!182),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,(1649!419),(179!452),(373!492),,,(1121!338),,,(1616!512),(1258!186),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,(1649!419),(179!452),(373!492),,,(1121!338),(395!837),,(1616!512),(1258!185),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,(1649!419),(179!452),(374!491),,(1512!692),(1121!338),,,(1616!512),(1258!187),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,(1649!418),(179!452),(374!491),,,(1121!338),(394!837),,(1616!512),(1258!188),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,(1649!418),(180!452),(372!492),,,(1122!339),(395!837),,(1616!512),(1258!186),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,(1649!418),(179!452),(373!492),,,(1122!338),(395!837),,(1616!512),(1258!187),(336!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,(1649!418),(181!452),(374!491),,(1512!686),(1122!340),(395!837),,(1616!512),(1257!188),(336!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,(1649!418),(181!452),(374!490),,(1511!685),(1121!340),,,(1616!511),(1257!189),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,(1649!418),(180!453),(373!492),,,(1121!338),,,,(1256!190),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,(1649!418),(182!453),(374!491),,,(1122!338),(395!837),,(1616!512),(1255!195),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,(1649!418),(182!453),(373!492),,,(1122!338),,,(1616!512),(1255!195),(336!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,(1649!418),(182!454),(372!492),,,(1122!338),,,(1616!512),(1254!197),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,(1649!418),(179!452),(372!492),,,(1122!338),(395!837),,(1616!512),(1255!202),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,(1649!418),(179!452),(372!493),,(1508!676),(1121!338),,,,(1255!203),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,(1649!419),(181!453),(372!493),,(1507!674),(1121!339),,,,(1255!204),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,(1649!419),(177!451),(372!492),,,(1122!339),,(266!1159),(1616!512),(1255!202),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,(1649!419),(177!451),(372!492),,(1506!671),(1121!339),(396!837),,,(1256!206),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,(1649!419),(182!454),(374!492),,,(1121!339),,,(1616!512),(1255!208),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,(1649!419),(181!453),(374!492),,(1504!667),(1121!339),,,(1616!512),(1255!209),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,(1649!419),(180!453),(374!492),,,(1121!339),(394!837),,(1616!512),(1255!211),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,(1649!419),(181!453),(372!493),,(1504!662),(1122!339),(394!837),,(1616!512),,(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,(1649!419),(181!453),(374!492),,,(1121!339),(394!837),,(1616!512),(1255!213),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,(1649!419),(182!454),(372!493),,(1503!660),(1121!339),(395!837),,(1616!512),(1255!214),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,(1649!419),(181!453),(374!492),,(1502!657),(1121!340),(395!837),,(1616!512),,(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,(1649!419),(182!454),(374!492),,(1502!654),(1121!340),,,(1616!512),(1255!218),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,(1649!419),(182!454),(372!493),,(1502!652),(1121!339),,,(1616!512),(1255!218),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,(1649!419),(182!454),(372!494),,(1502!650),(1121!339),(394!836),,(1616!512),,(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,(1649!419),(181!454),(372!493),,,(1121!340),(394!836),,(1616!512),(1256!218),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,(1649!419),(181!454),(373!491),,(1501!646),(1122!339),(395!838),,,(1256!218),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,(1649!419),(182!454),(372!492),,(1501!644),(1122!339),(394!837),,,(1256!219),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,(1649!419),(182!454),(372!492),,(1501!641),(1122!339),,,(1616!512),(1256!220),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,(1649!419),(182!454),(372!493),,(1501!639),(1122!338),,,(1616!512),(1256!222),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,(1649!419),(183!455),(372!493),,,(1121!339),(393!838),,(1616!512),(1256!223),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,(1649!419),(182!453),(372!493),,(1501!635),(1122!338),(393!838),,,(1255!224),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,(1649!419),(182!454),(372!492),,(1501!632),(1122!338),(394!838),,,(1256!224),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,(1649!419),(183!455),(372!492),,,(1122!339),(393!837),,,(1256!226),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,(1649!419),(179!452),(372!492),,(1502!628),(1121!339),(394!837),,(1616!512),,(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,(1649!419),(182!455),(372!493),,(1503!624),(1122!339),(393!837),,(1619!513),(1256!227),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,(1649!419),(181!454),(372!492),,(1504!621),(1122!338),(393!837),,,(1257!229),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,(1649!419),(182!454),(372!493),,,(1122!338),(394!837),,(1616!512),,(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,(1649!419),(182!454),(372!493),,,(1121!338),(393!837),,(1616!512),(1257!231),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,(1649!419),(182!454),(372!493),,(1505!616),(1121!337),(393!837),,(1616!512),(1258!232),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,(1649!419),(181!454),(372!493),,(1507!614),(1121!338),(395!838),,(1616!512),(1258!233),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,(1649!418),(181!454),(373!492),,(1507!612),(1121!337),(394!838),,(1616!511),(1258!233),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,(1649!418),(182!454),(373!493),,(1507!610),(1121!337),(394!836),,(1616!511),(1258!234),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,(1650!418),(182!454),,,(1509!609),(1121!336),(393!836),,(1616!511),(1259!234),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,(1649!418),(179!452),(373!492),,(1510!607),(1121!337),(393!836),,,(1259!235),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,(1649!418),(179!451),(372!492),,(1512!605),(1121!337),(393!836),,,(1258!237),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,(1649!418),(179!451),(372!491),,(1513!602),(1122!337),(393!836),,,(1259!236),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,(1649!417),(179!450),(372!491),,,(1122!338),,,(1616!510),(1258!236),(336!129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,,(179!451),(372!491),,,(1122!338),,,(1616!511),(1258!237),(336!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,(1649!418),(182!454),(372!491),,,(1122!338),,,(1616!511),(1258!239),(336!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,(1649!418),(181!453),(373!490),,,(1122!338),,,(1616!511),(1258!240),(336!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,(1649!418),(182!454),(372!491),,,(1122!338),(394!838),,,(1258!238),(336!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,(1649!418),(182!454),(373!493),,,(1122!338),(394!837),,,(1258!239),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,(1650!418),(182!453),(372!492),,,(1122!339),,,(1616!511),(1259!243),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,(1650!418),(182!454),(372!492),,,(1122!340),,,(1616!511),(1258!242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,(1650!418),(182!454),(372!493),,,(1123!341),,,,(1258!243),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,(1649!418),(184!454),(372!493),,(1520!573),(1122!341),(395!838),,(1616!511),(1258!244),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,(1649!419),(183!454),(372!493),,,(1123!341),,,(1616!511),(1258!245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,(1650!419),(183!454),(374!490),,,(1123!339),(393!836),,(1616!512),(1258!249),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,(1650!419),(182!454),(374!490),,,(1121!338),(394!836),,(1616!512),(1259!249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,(1650!419),(179!453),(374!491),,,(1121!337),(394!836),,(1616!512),(1259!252),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,(1649!419),(182!455),(374!491),,(1519!567),(1121!337),(394!836),,(1619!514),(1260!252),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,(1649!419),(182!455),,,(1518!567),(1121!338),(394!836),,(1616!512),(1260!254),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,(1649!419),(182!454),(374!491),,(1519!560),(1122!339),,,,(1260!256),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,(1649!419),(182!454),(374!491),,(1519!558),(1122!339),,,,(1260!258),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,(1649!419),(181!455),(374!490),,(1518!558),(1122!339),,,(1619!514),(1259!259),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,(1649!419),(183!455),(374!492),,(1518!556),(1123!341),(393!835),,(1616!512),(1259!261),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,(1649!419),(183!455),(373!492),,(1518!555),(1122!340),,,(1616!512),(1259!263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,(1649!419),(183!453),(374!490),,(1517!554),(1122!339),,(263!1159),(1616!513),(1259!264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,(1649!419),(183!455),(374!490),,(1517!554),(1122!339),(395!836),,(1616!512),(1259!266),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,(1649!419),(182!454),(374!490),,(1517!554),(1122!339),,,(1616!512),(1259!268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,(1649!419),(183!454),(373!490),,(1517!554),(1122!339),(395!835),,(1619!513),(1259!270),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,(1649!419),(182!454),(373!490),,(1517!554),(1121!339),(394!836),,(1616!511),,(336!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,(1649!418),(183!454),(374!490),,(1517!554),(1122!339),(394!836),,(1616!511),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,(1649!418),(182!454),(373!490),,(1517!554),(1122!340),(395!836),,(1616!511),(1262!274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,(1649!418),(182!454),(373!490),,(1516!554),(1123!340),,,,(1262!276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,(1649!418),(183!454),(373!490),,(1516!554),(1123!342),,,(1616!511),(1262!278),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,(1649!419),(181!453),(373!490),,(1516!555),(1123!341),,,,(1262!280),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,(1649!419),(183!454),(373!491),,(1515!554),(1122!339),,,,(1262!280),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,(1649!419),(182!453),(373!490),,(1515!551),(1122!339),,,(1616!512),,(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,(1649!419),(183!453),(373!490),,(1514!550),(1122!340),,,,(1262!286),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,(1649!419),(182!455),(373!491),,(1512!550),(1122!339),(395!835),,,(1262!287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,(1649!419),(181!455),(373!491),,(1512!546),(1122!339),(395!836),,(1616!512),(1262!289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,(1649!419),(182!455),(373!491),,,(1122!341),(395!836),,,(1262!291),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,(1649!419),(182!455),(373!491),,,(1122!341),(395!836),,,(1264!292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,(1649!419),(183!455),(373!491),,(1506!543),(1122!340),(395!836),,,(1263!294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,(1649!419),(183!455),(373!491),,(1505!539),(1122!340),(395!836),,,(1264!295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,(1649!419),(183!455),(373!492),,(1503!537),(1122!340),(395!836),,(1616!512),(1263!294),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,(1649!419),(183!455),(373!492),,,(1122!340),(395!837),,(1616!512),(1264!298),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,(1649!419),(182!455),(373!491),,(1502!533),(1122!341),(395!837),,(1617!512),(1266!299),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,(1649!419),(183!455),(373!493),,(1502!529),(1123!342),(395!836),,(1621!512),(1266!301),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,(1649!419),(182!455),(373!492),,(1502!527),(1123!342),(395!836),,(1623!514),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,(1649!419),(182!455),(373!492),,(1501!526),(1122!341),(395!836),,(1625!515),(1266!303),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,(1649!419),(183!455),(373!492),,(1501!524),(1121!340),(395!836),,(1626!513),(1266!306),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,(1649!419),(183!454),(373!492),,(1500!522),(1122!340),(395!836),,(1628!509),,(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,(1649!419),(183!454),(373!492),,(1500!522),(1122!340),(395!836),,(1627!505),(1267!310),(336!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,(1649!419),(183!454),(373!492),,(1500!519),(1122!340),(395!836),(265!1159),(1630!502),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,(1649!419),(183!454),(373!492),,(1499!516),(1122!340),(395!836),,(1633!500),(1266!313),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,(1649!419),(182!454),(373!492),,,(1122!341),(395!836),,(1632!496),(1267!314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,(1649!419),(182!454),(372!495),,(1498!512),(1122!341),(395!836),,(1633!492),(1267!315),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,(1649!419),(179!452),(373!492),,(1498!513),(1122!343),(395!836),,(1634!489),(1268!316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,(1649!419),(183!454),(373!492),,(1497!511),(1123!341),(395!836),,,(1268!317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,(1649!419),(184!455),(373!492),,(1587!556),(1123!340),(395!839),,(1639!482),(1268!317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,(1649!419),(181!455),(372!495),,(1498!504),(1122!341),,,(1640!477),(1268!317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,(1649!419),(182!455),(373!493),,(1498!502),(1122!339),(395!837),,,(1268!318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,(1649!419),(182!454),(373!493),,(1497!502),(1122!339),,,(1642!472),(1269!319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,(1649!419),(183!454),(373!493),,(1497!498),(1122!339),(395!837),,,(1269!320),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,(1649!419),(182!454),(373!493),,(1496!496),(1122!339),(395!837),,,(1269!320),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,(1649!419),(183!454),(373!492),,(1497!492),(1122!339),(395!837),,(1644!462),(1269!321),,,,,,,,,,(89!1003),,,,,,,,,,,,,,,,,,,,,,,
1239,(1649!419),(182!455),(373!492),,(1496!489),(1122!339),(395!837),,,(1270!321),,,,,,,,,,(89!1003),,,,,,,,,,,,,,,,,,,,,,,
1240,(1648!419),(182!454),(373!492),,(1495!487),(1122!338),(395!837),,(1646!451),(1270!322),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,,(183!454),(373!492),,(1495!486),(1122!338),(395!837),(265!1159),,(1270!322),,,,,,,,,,(89!1003),,,,,,,,,,,,,,,,,,,,,,,
1242,,(183!454),(373!492),,(1494!484),(1122!337),(395!837),(265!1159),,(1270!322),,,,,,,,,,(89!1003),,,,,,,,,,,,,,,,,,,,,,,
1243,,(183!454),(373!492),,(1494!483),(1122!337),(396!837),(265!1159),(1600!585),(1270!322),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,,(182!454),(373!492),,(1495!479),(1122!337),(397!837),(265!1159),(1601!589),(1270!323),,,,,,,,,,(89!1003),,,,,,,,,,,,,,,,,,,,,,,
1245,,(182!454),(373!492),(1647!432),(1495!477),(1122!337),(397!837),(265!1159),(1604!591),(1270!323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,,(183!454),(373!492),(1646!426),(1495!476),(1123!337),(397!837),(265!1159),,(1270!323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,,(179!452),(373!492),(1646!432),(1495!474),(1122!337),(397!837),,,(1270!323),,,,,,,,,,(89!1003),,,,,,,,,,,,,,,,,,,,,,,
1248,,(179!452),(373!492),(1644!423),(1495!472),(1122!337),(397!837),,,(1270!323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,,(179!452),(373!492),(1644!426),(1495!470),(1122!337),(397!837),,,(1270!323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,,(183!454),(372!492),(1643!422),,(1122!337),(397!838),,,(1270!323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,,(183!454),(373!492),,(1496!467),(1122!337),(398!837),,,(1270!323),,,,,,,,,,(89!1003),,,,,,,,,,,,,,,,,,,,,,,
1252,,(183!454),(373!492),,,(1123!337),(397!838),,,(1270!324),,,,,,,,,,(90!1003),,,,,,,,,,,,,,,,,,,,,,,
1253,,(181!454),(373!493),,,(1123!337),(398!838),,,(1270!324),,,,,,,,,,(90!1003),,,,,,,,,,,,,,,,,,,,,,,
1254,,(182!455),(373!493),,(1495!462),(1123!337),(398!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,,(180!453),(373!493),,(1495!461),(1123!337),(397!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,,(183!453),(373!493),,,(1123!338),(398!838),(265!1159),,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,,(183!455),(373!492),,(1496!458),(1125!337),(398!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,,(183!455),(373!492),,(1496!457),(1126!337),,,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,,(184!455),(373!492),,(1496!457),(1127!338),(399!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,,(184!455),(373!492),,(1496!455),(1127!340),(399!838),,,(1270!324),,,,,,,,,,(89!1003),,,,,,,,,,,,,,,,,,,,,,,
1261,,(184!455),(373!492),,(1496!454),(1125!338),(399!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,,(183!454),(373!491),,(1496!454),(1125!337),,,,(1270!323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,(1640!402),(184!454),(373!491),,(1496!455),(1124!337),(398!838),,,(1270!323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,,(183!454),(373!491),,(1496!454),(1126!337),(398!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,(1633!386),(183!454),(373!491),,(1496!454),(1125!336),(398!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,(1651!420),(184!454),(372!491),,(1496!454),(1125!336),(398!838),(266!1159),,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,(1651!421),(184!454),(373!492),(1630!382),(1496!454),(1125!336),(399!838),,,(1270!325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,(1650!421),(184!454),(372!492),,(1496!454),(1125!335),(399!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,(1650!421),(184!454),(373!492),(1629!376),,(1125!335),(399!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,(1650!422),(184!454),(372!492),(1627!374),(1497!454),,(400!838),,,(1270!323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,(1650!422),(185!455),(372!492),(1626!372),(1497!454),(1125!335),(400!838),,,(1270!323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,(1650!423),(184!454),(373!492),(1623!367),(1496!454),(1125!335),(400!839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,(1649!424),(182!453),(373!492),,(1496!454),(1125!334),(400!838),,,(1270!323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,(1650!425),(182!453),(373!492),(1620!361),(1496!455),(1125!334),(400!838),,,(1270!323),,,,,,,,,,(89!1003),,,,,,,,,,,,,,,,,,,,,,,
1275,(1648!426),(183!454),(374!492),,(1496!455),(1126!333),(400!838),,,(1271!328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,(1648!428),(184!455),(373!492),,(1496!455),(1126!332),(400!838),,,(1270!323),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,(1648!429),(182!454),(374!492),,(1496!455),(1126!331),(401!839),,(1617!640),(1270!324),(337!129),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
