frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_35,ID_36,ID_37,ID_38,ID_39
556,(1349!458),(827!519),,(648!1515),(1108!861),,(319!874),(850!436),,(967!1549),(247!1150),(1132!2065),(740!1258),(302!1498),(1227!1884),(699!1257),(106!803),(103!779),,(686!2009),,,,,,,,(641!2076),(817!401),,,,,(636!757),,,,,
557,(1349!458),(826!519),,(651!1518),(1109!860),,(102!778),(847!437),,(967!1549),,(1131!2065),(740!1259),(302!1496),(1223!1882),(698!1257),,,,(687!2009),,,,,,,,(639!2077),(816!401),,,,,(636!752),,,,,
558,(1349!459),(827!519),,(651!1518),(1109!861),,,(845!439),,(977!1549),(247!1149),(1131!2065),(744!1261),(302!1496),(1223!1880),(695!1255),,,,(688!2008),,,,,,,,(639!2076),(817!399),,,,,(637!750),,,,,
559,(1349!459),(826!520),,(654!1518),(1108!861),,,(843!440),,(967!1549),(247!1149),(1132!2064),,(303!1495),(1219!1878),(693!1253),,,,(690!2008),,,,,,,,(638!2076),(816!400),,,,,(639!747),,,,,
560,(1349!459),(826!520),,(656!1519),(1107!860),,,(842!440),,(967!1549),(246!1148),(1132!2065),,(304!1493),(1218!1877),(692!1252),,,,(693!2007),,,,,,,,(638!2074),(816!400),,,,,(638!744),,,,,
561,(1349!460),(826!520),,(656!1521),(1107!860),,,(841!441),,(967!1550),(247!1144),(1132!2064),(828!1323),(304!1492),(1214!1876),(689!1252),(103!813),(101!764),,(696!2006),,,,,,,,(638!2075),(814!401),,,,,(639!746),,,,,
562,(1350!460),(825!520),,(660!1522),(1106!859),,,(840!442),,(967!1550),(248!1137),(1133!2063),(835!1341),(305!1490),(1211!1871),(686!1250),,,,(699!2009),,,,,,,,(637!2075),(815!399),,,(705!398),,(641!746),,,,,
563,(1350!461),(826!521),,(661!1523),(1103!859),,,(840!442),,(967!1550),(247!1130),(1134!2062),(835!1341),(307!1488),(1208!1871),(685!1249),,,,(701!2010),,,,,,,,(638!2075),(815!400),,,,,(642!744),,,,,
564,(1350!460),(826!521),,(664!1525),(1101!857),,,(840!443),,(967!1550),(249!1128),(1137!2063),(836!1338),(306!1490),(1204!1870),(684!1245),,,,(703!2011),,,,,,,,(638!2074),(815!401),,,,,(640!743),,,,,
565,(1350!462),(826!521),,(666!1526),(1097!854),,,(840!442),,(967!1549),(252!1129),(1141!2062),(836!1339),(307!1485),(1200!1870),(683!1244),,,,(704!2012),,,,,,,,(638!2074),(815!401),,,,,(640!743),,,,,
566,(1349!462),(827!522),,(668!1528),(1091!848),,,(840!443),,(967!1550),(255!1133),,(836!1339),(307!1485),(1145!2064),(681!1243),,,,(707!2013),,,,,,,,(639!2075),(816!399),,,,,(639!742),,,,,
567,(1349!462),(828!522),,(667!1529),(1088!845),,,(840!442),,(978!1550),(253!1136),,(838!1338),(308!1485),(1148!2064),(679!1242),,,,(710!2013),,,,,,,,,(817!400),,,,,(640!742),(324!839),,,,
568,(1347!463),(828!522),,(670!1530),(1086!842),,,(841!443),,(967!1550),(253!1136),,(838!1337),(308!1484),(1150!2063),(678!1238),(105!819),,,(712!2014),,,,,,,,,(816!402),,,,,(639!742),(324!835),,,,
569,(1347!464),(829!523),,(671!1533),(1080!837),,,(840!442),,(967!1551),(253!1137),,(838!1338),(309!1483),(1151!2063),(675!1237),(103!772),,,(714!2012),,,,,,,,(639!2075),(816!400),,,,,(638!742),(323!833),,,,
570,(1346!464),(829!523),,(671!1532),(1076!833),,,(841!442),,(967!1550),(251!1138),,(837!1337),(308!1483),(1153!2064),(671!1235),(103!773),,(106!831),(714!2011),,,,,,,,(639!2075),(816!400),,,,,(635!744),(322!831),,,,
571,(1344!465),(829!523),,(673!1534),(1071!831),,,(841!442),,(967!1550),(249!1137),,(837!1337),(308!1482),(1155!2065),(668!1233),,,,(719!2011),,,,,,,,(639!2076),(816!399),,,,,(633!741),(321!829),(1183!1860),,,
572,(1342!466),(830!523),,(675!1535),(1066!830),,,(841!442),,(967!1550),(249!1138),,(837!1337),(307!1483),(1156!2063),(663!1231),,,,(723!2011),,,,,,,,(639!2076),(815!400),,,,,(630!742),(321!824),(1181!1858),,,
573,(1339!466),(829!523),,(676!1536),(1060!827),,,(841!442),,(967!1550),(243!1140),,(836!1337),(306!1483),(1157!2062),(661!1229),,,,(725!2011),,,,,,,,,(815!398),,,,,(629!741),(320!820),(1177!1855),,,
574,(1339!469),(829!523),,(676!1536),(1055!825),,,(841!442),,(967!1550),(240!1141),,(837!1336),(304!1482),(1158!2062),(661!1226),,,,(727!2012),,,,,,,,,(815!399),,,,,(627!741),(322!816),(1174!1852),,,
575,(1337!471),(829!523),,(677!1536),(1052!824),,,(841!441),,(977!1550),(239!1145),,(837!1336),(304!1483),(1160!2060),(661!1224),,,,(729!2014),,,,,,,,(637!2076),(816!399),,,,,(627!742),(324!812),(1171!1853),,,
576,(1335!473),(829!523),,(677!1537),(1045!822),,,(842!441),,(977!1550),(237!1144),,(836!1336),(301!1483),(1162!2062),(659!1224),,,,(732!2014),,,,,,,,(635!2076),(816!401),,,,,(626!742),(324!811),(1170!1851),,,
577,(1333!473),(829!523),,(677!1540),(1039!821),,,(842!440),,(967!1550),(234!1143),,(836!1337),(300!1483),(1164!2064),(657!1222),,,(103!800),(734!2013),,,,,,(108!830),,,(816!399),,,,,(622!741),(323!809),(1167!1848),,,
578,(1331!474),(829!523),,(677!1540),(1036!820),,,(843!440),,(967!1550),(235!1144),,(836!1337),(299!1482),(1165!2066),(655!1220),,,(106!779),(737!2013),,,,,,(106!810),,,(816!399),,,,,(620!741),(323!807),(1162!1844),,,
579,(1327!476),(829!523),,(677!1542),(1034!818),,,(843!440),,(967!1550),(237!1144),,(835!1336),(299!1481),(1166!2068),(652!1219),,,,(741!2014),,,,,,,,,(816!399),,,,,(615!739),,(1159!1842),,,
580,(1325!477),(830!523),,(677!1544),(1027!815),,,(844!440),,(967!1550),(237!1144),,(832!1332),(299!1481),(1167!2067),(648!1219),,,,(742!2015),,,,,,,,,(816!400),,,,,(611!738),(322!801),(1157!1842),,,
581,(1325!477),(830!523),,(678!1545),(1022!813),,,(845!440),,(967!1550),(236!1143),,(826!1328),(296!1481),(1170!2065),(646!1218),,,,(743!2016),,,,,,(108!831),,,(816!398),,,,,(607!736),(322!800),(1155!1839),,,
582,(1325!477),(830!523),,(676!1544),(1018!811),,,(845!438),,(978!1550),(233!1142),,(822!1326),(297!1479),(1172!2064),(641!1217),,,,(744!2015),,,,,,(106!769),,(626!2069),(817!398),,,,,(602!733),(321!793),(1152!1837),,,
583,(1325!478),(830!523),,(676!1545),(1014!809),,,(846!438),,(967!1550),(230!1143),,(817!1320),(296!1478),(1174!2064),(637!1216),,,,(745!2015),,,,,,,,,(817!400),,,,,(600!732),(322!789),(1149!1834),,,
584,(1323!481),(831!523),,(674!1546),(1009!806),,,(846!439),,(978!1550),(227!1143),,(813!1313),(296!1478),(1177!2066),(634!1214),,,,(747!2014),,,,,,,,,(816!400),,,,,(597!730),(322!784),(1144!1833),,,
585,(1322!481),(829!523),,(673!1547),(1007!804),,,(845!437),,(978!1550),(224!1144),,(806!1306),(296!1477),(1179!2064),(632!1212),,,(101!841),(749!2011),,,,,,,,,(817!399),,,,,(595!730),(322!783),(1140!1832),,,
586,(1320!484),(829!523),,(672!1549),(1005!803),,,(846!439),,(978!1550),(221!1142),,(802!1302),(294!1475),(1180!2066),(631!1211),,,,(751!2013),,,,,,,,,(817!399),,,,,(592!729),(322!782),(1138!1831),,,
587,(1319!489),(829!523),,(671!1550),(1001!802),,,(846!438),,(977!1550),(216!1135),,(797!1297),(294!1474),(1184!2066),(630!1210),,,,(755!2014),,,,,,,,,(816!398),,,,,(591!731),(322!780),(1135!1830),,,
588,(1317!491),(829!522),,(669!1552),(1000!802),,,(845!438),,(977!1550),(217!1127),,(792!1293),(294!1474),(1186!2065),(627!1208),,,,(757!2014),,,,,,,,(623!2069),(815!398),,,,,(589!733),(321!776),(1129!1826),,,
589,(1315!492),(829!523),,(669!1554),(999!802),,,(846!438),,(977!1550),(216!1128),,(788!1290),(294!1473),(1186!2065),(625!1208),,,(102!811),(758!2014),,,,,,,,,(816!397),,,,,(588!737),(319!773),(1126!1825),,,
590,(1314!493),(829!523),,(669!1555),(999!802),,,(845!438),,(977!1550),(216!1125),,(787!1284),(294!1473),(1190!2065),(621!1209),,,,(759!2013),,,,,,,,,(816!399),,,,,(588!737),(318!770),(1123!1823),,,
591,(1312!493),(830!523),,(668!1558),(998!802),,,(845!438),,(977!1550),(217!1125),,(783!1279),(294!1472),(1192!2064),(617!1210),,,,(762!2016),,,,,,,,,(816!399),,,,,(587!738),(317!766),(1120!1820),,,
592,(1312!494),(830!524),,(669!1561),(998!802),,,(846!440),,(978!1550),(218!1127),,(780!1275),(294!1472),(1195!2065),(615!1210),(105!775),,,(765!2017),,,,,,,,,(815!399),,,,,(589!739),(315!765),(1117!1819),,,
593,(1311!495),(831!522),,(669!1563),(998!801),,,(846!439),,(967!1550),(221!1126),,(778!1270),(295!1470),(1197!2066),(613!1210),,,,(766!2019),,,,,,,,,(816!400),,,,,(588!740),(316!764),(1113!1816),,,
594,(1310!496),(831!523),,(669!1564),(996!801),,,(846!439),,(978!1550),(222!1128),,(772!1266),(294!1468),(1198!2067),(611!1210),,,,(768!2017),,,,,,,,,(815!399),,,,,(588!741),(315!761),(1109!1814),,,
595,(1306!498),(831!523),,(669!1565),(996!800),,,(846!440),,(967!1550),(224!1129),,(768!1260),(294!1467),(1199!2067),(610!1210),,,,(771!2018),,,,,,,,(621!2070),(815!401),,,,,(588!743),(315!757),(1107!1811),,,
596,(1304!499),(831!524),,(669!1566),(978!797),,,(845!440),,(967!1550),(225!1129),,(765!1256),(293!1467),(1200!2069),(607!1208),,,,(776!2016),,,,,,,,,(815!399),(711!226),,,,(587!743),(314!754),(1104!1809),,,
597,(1301!500),(830!524),,(669!1566),(952!791),,,(845!441),,(966!1550),(225!1128),,(758!1251),(293!1467),(1201!2069),(604!1206),,,,(779!2015),,,,,,,,,(815!398),,,,,(587!744),(314!750),(1101!1806),,,
598,(1300!501),(830!524),,(669!1567),,,,(844!441),,(967!1550),(227!1126),,(753!1245),(292!1467),(1202!2070),(603!1206),,,,(781!2018),,,,,,,,,(815!399),,,,,(586!745),(313!753),(1098!1804),,,
599,(1298!501),(830!524),,(669!1569),(877!767),,,(844!441),,(967!1550),(226!1125),,(747!1242),(292!1466),(1205!2070),(601!1204),,,,(785!2021),,,,,,,,(628!2077),(814!398),,,,,(585!746),(312!750),(1095!1803),,,
600,(1296!500),(830!524),,(669!1570),(840!750),,,(844!441),,(967!1550),(227!1125),,(741!1239),(292!1466),(1206!2070),(599!1204),,,,(787!2023),,,,,,,,(631!2078),(814!396),,,(696!395),,(585!746),(311!746),(1091!1801),,,
601,(1294!500),(830!524),,(669!1571),(843!753),,,(844!441),,(967!1550),(225!1123),,(735!1236),(292!1466),(1209!2069),(597!1203),,,,(790!2022),,,,,,,,(632!2079),(814!397),,,,,(584!747),(310!743),(1088!1801),,,
602,(1290!503),(831!524),,(668!1573),(853!760),,,(844!441),,(967!1550),(224!1123),,(730!1231),(292!1465),(1210!2070),(595!1203),,,,(790!2023),,,,,,,,(633!2081),(815!397),,,(698!398),,(584!747),(307!738),(1085!1801),,,
603,(1289!505),(831!524),,(670!1574),(857!762),,,(844!441),,(967!1551),(221!1124),,(726!1226),(291!1465),(1209!2070),(591!1203),,,,(795!2024),,,,,,,,(634!2079),(815!396),,,,,(583!749),(310!738),(1082!1799),,,
604,(1286!506),(831!524),,(670!1574),(857!759),,,(844!442),,(967!1550),(219!1123),,(722!1223),(292!1464),(1212!2069),(588!1203),,,,(798!2024),,,,,,,,(638!2079),(816!397),,,(695!397),,(566!763),(308!737),(1080!1798),,,
605,(1286!506),(832!524),,(671!1576),(856!759),,,(845!441),,(967!1551),(215!1116),,(721!1218),(292!1463),(1216!2068),(585!1204),,,,(801!2023),,,,,,,,(639!2078),(815!396),,,(695!396),,(527!786),(307!732),(1075!1794),,,
606,(1284!506),(832!525),,(673!1576),(854!758),,,(844!442),,(979!1551),(210!1121),,(718!1216),(291!1462),(1219!2068),(581!1204),,,,(804!2023),,,,,,,,(640!2078),(816!396),,,(694!395),,(495!812),(306!730),(1072!1794),,,
607,(1282!506),(832!525),,(674!1577),(854!758),,,(845!441),,(967!1550),(205!1113),,(716!1214),(291!1462),(1222!2068),(579!1205),,,,(805!2023),,,,,,,,(640!2080),(816!396),,,(693!394),,(465!839),(306!722),(1069!1793),,,
608,(1280!508),(832!524),,(674!1579),(854!758),,,(845!442),,(968!1551),(195!1110),,(714!1212),(292!1461),(1224!2066),(576!1202),,,,(807!2022),,,,,,,,(641!2078),(816!396),,,(693!393),,(435!872),(305!721),(1067!1790),,,
609,(1277!509),(832!525),,(676!1580),(854!758),,,(845!442),,(968!1551),(196!1112),,(712!1211),(291!1461),(1225!2066),(574!1201),,,,(809!2022),,,,,,,,(641!2078),(816!396),,,(692!394),,(431!878),(305!719),(1063!1788),,,
610,(1274!509),(832!525),,(676!1581),(853!759),,,(844!441),,(968!1550),(201!1112),,(712!1210),(288!1461),(1226!2068),(573!1200),,,,(812!2023),,,,,,,,(642!2078),(816!396),,,,,(432!879),(306!716),(1059!1789),,,
611,(1274!509),(832!524),,(677!1583),(853!758),,,(845!441),,(967!1549),,,(711!1210),(288!1460),(1227!2067),(571!1199),,,,(816!2026),,,,,,,,(643!2078),(816!396),,,,,(432!880),(303!710),(1056!1789),,,
612,(1272!509),(832!525),,(678!1584),(853!758),,,(845!441),,(967!1549),(210!1113),,(711!1210),(289!1460),(1227!2069),(567!1198),,,,(817!2026),,,,,,,,(645!2078),(816!396),,,(686!397),,(432!880),(303!707),(1053!1787),,,
613,(1270!508),(832!524),,(677!1587),(854!758),,,(845!440),,(966!1549),,,(710!1210),(289!1460),(1228!2069),(564!1198),,,,(818!2027),,,,,,,,(648!2078),(816!396),,,(683!398),,(433!880),(301!705),(1049!1786),,,
614,(1269!507),(832!524),,(677!1588),(853!757),,,(845!440),,(966!1549),(212!1103),,(710!1209),(288!1460),(1228!2070),(559!1198),,,,(819!2027),,,,,,,,(650!2082),(816!395),,,(681!397),,(433!881),(298!703),(1045!1784),,,
615,(1266!509),(832!524),,(677!1591),(853!757),,,(845!440),,(966!1548),(212!1097),,(710!1209),(288!1460),(1227!2069),(555!1200),,,,(820!2028),,,,,,,,(651!2081),(816!395),,,(680!396),,(433!881),(299!701),(1043!1784),,,
616,(1262!511),(831!524),,(676!1593),(853!758),,(105!791),(845!440),,(966!1548),(211!1097),,(710!1209),(288!1460),(1228!2069),(554!1200),,,,(821!2029),,,(109!670),,,,,(650!2081),(816!395),,,(679!396),,(432!882),(296!695),(1041!1784),,,
617,(1260!511),(831!524),,(676!1594),(853!758),,,(848!439),,(965!1547),(211!1096),,(710!1209),(288!1460),(1231!2070),(549!1200),,,,(822!2031),,,,,,,,(653!2082),(816!396),,,(676!396),,(430!883),(296!690),(1038!1783),,,
618,(1260!512),(832!524),,(677!1596),(853!758),,,(846!440),,(965!1547),(212!1096),,(710!1209),(289!1461),(1232!2069),(547!1199),,,,(825!2031),,,,,,,,(653!2082),(816!396),,,(675!397),,(431!883),(297!689),(1035!1781),,,
619,(1259!511),(832!525),,(677!1598),(854!758),,,(847!440),,(965!1547),(215!1095),,(710!1209),(289!1460),(1240!2071),(543!1197),,,,(829!2032),,,,,,,,(653!2079),(816!396),,,(673!397),,(430!884),(297!687),(1032!1782),,,
620,(1257!511),(832!525),,(678!1600),(853!759),,,(847!440),,(965!1547),(216!1093),,(710!1209),(289!1460),(1242!2070),(540!1195),,,,(833!2034),,,,,,,,(654!2077),(816!396),,,(672!397),,(428!885),(298!680),(1029!1782),,,
621,(1254!509),(832!525),,(679!1601),(854!759),,,(847!440),,(965!1547),(218!1093),,(707!1207),(289!1460),(1239!2069),(538!1194),,,,(837!2035),,,,,,,,(654!2076),(816!396),,,(670!397),,(427!885),(298!678),(1027!1780),,,
622,(1252!510),(832!525),,(680!1603),(854!758),,,(849!440),,(965!1547),(219!1091),,(701!1202),(289!1460),(1245!2072),(536!1193),,,,(838!2035),,,,,,,,(648!2071),(816!396),,,(669!397),,(427!885),(294!673),(1023!1779),,,
623,(1249!509),(832!524),,(682!1605),(854!758),,,(847!439),,(964!1547),(223!1089),,(697!1198),(289!1460),(1244!2069),(532!1191),,,,(842!2035),,,,,,,,(649!2071),(816!396),,,(668!396),,(427!885),(292!667),(1017!1778),,,
624,(1247!508),(832!524),,(683!1607),(853!757),,,(847!437),,(964!1546),(224!1087),,(695!1195),(289!1460),(1248!2068),(529!1189),,,,(844!2037),,,,,,,,(655!2073),(816!396),,,(667!397),,(426!886),(290!663),(1015!1779),,,
625,(1245!508),(832!524),,(684!1609),(853!758),,,(848!440),,(973!1546),(224!1087),,(691!1190),(289!1459),(1250!2069),(525!1191),,,,(844!2039),,,,,,,,(656!2073),(816!396),,,(665!397),,(426!886),,(1012!1779),,,
626,(1243!505),(832!524),,(685!1609),(850!758),,,(849!437),,(963!1547),(224!1086),,(688!1187),(288!1460),(1251!2070),(521!1193),,,,(846!2038),,,,,,,,(655!2074),(815!395),,,(664!397),,(426!886),(288!658),(1009!1779),,,
627,(1239!507),(832!525),,(687!1613),(848!760),,,(848!439),,(963!1546),(223!1086),,(686!1184),(288!1460),(1257!2073),(518!1193),,,,(848!2039),,,,,,,,(655!2073),(815!396),,,(660!397),,(425!886),,(1008!1777),,,
628,(1236!508),(832!525),,(688!1616),(844!759),,,(847!438),,(963!1546),(224!1086),,(680!1180),(288!1460),(1259!2071),(513!1192),,,,(850!2039),,,,,,,,(656!2073),(815!396),,,(657!397),,(425!886),(287!644),(1002!1779),,,
629,(1233!509),(832!525),,(688!1618),(840!758),,,(847!438),,(963!1546),(224!1085),,(676!1176),(288!1459),(1260!2074),(509!1192),,,,(851!2040),,,,,,,,(657!2073),(815!396),,,(656!397),,(426!886),,(998!1779),,,
630,(1232!510),(832!524),,(689!1620),(833!757),,,(847!439),,(963!1546),(223!1085),,(675!1172),(288!1459),(1262!2072),(507!1190),,,,(854!2041),,,,,,,,(658!2073),(815!396),,,(656!397),,(425!886),(289!638),(995!1781),,,
631,(1231!509),(832!525),,(688!1623),(827!755),,,(847!439),,(963!1546),(224!1085),,(673!1169),(288!1460),(1264!2071),(505!1188),,,,(858!2042),,,,,,,,(659!2075),(815!396),,,(655!397),,(421!887),(286!633),(993!1782),,,
632,(1229!511),(832!524),,(689!1625),(823!756),,,(846!439),,(963!1546),(225!1084),,(671!1162),(288!1460),(1268!2069),(504!1188),,,,(860!2044),,,,,,,,(659!2073),(815!396),,,(654!397),,(417!889),(285!629),(988!1780),,,
633,(1226!511),(833!525),,(690!1624),(818!755),,,(846!440),,(963!1546),(224!1083),,(669!1157),(289!1459),(1271!2068),(500!1186),,,,(862!2045),,,(109!689),,,,,(661!2074),(815!396),,,(654!397),,(413!889),(283!626),(984!1780),,,
634,(1222!510),(833!525),,(691!1627),(811!754),,,(846!438),,(964!1546),(226!1083),,(665!1152),(289!1459),(1273!2068),(497!1185),,,,(867!2047),,,,,,,,(662!2073),(816!396),,,(653!396),,(405!891),(282!625),(981!1781),,,
635,(1219!508),(833!525),,(692!1628),(806!754),,,(846!439),,(964!1546),(226!1082),,(662!1146),(289!1459),(1276!2069),(493!1185),,,,(870!2047),,,,,,,,(663!2074),(816!396),,,,,(399!893),(280!625),(978!1781),,,
636,(1217!507),(833!525),,(694!1630),(802!753),,,(845!441),,(964!1546),(228!1083),,(659!1140),(288!1459),(1277!2068),(490!1186),,,,(873!2052),,,,,,,,(664!2074),(816!396),,,,,(396!892),(279!617),(974!1780),,,
637,(1216!507),(833!524),,(695!1632),(797!753),,,(845!439),,(964!1546),(227!1082),,(657!1133),(289!1459),(1279!2067),(487!1187),,,,(874!2055),,,,,,,,(664!2073),(816!396),,,,,(393!892),,(972!1781),,,
638,(1213!507),(832!524),,(697!1633),(791!753),,,(844!441),,(963!1546),(227!1082),,(656!1128),(288!1458),(1280!2065),(482!1186),,,,(876!2058),,,,,,,,(665!2074),(816!396),,,,,(389!892),(279!611),(967!1783),,,
639,(1211!507),(832!524),,(698!1635),(788!754),,,(845!439),,(963!1546),(227!1082),,(655!1122),(288!1458),(1282!2064),(478!1187),,,,(877!2063),,,,,,,,(661!2072),(816!396),,,,,(385!892),,(963!1784),,,
640,(1206!508),(832!524),,(701!1637),(783!753),,,(844!441),,(963!1546),(230!1082),,(655!1117),(289!1459),(1284!2065),(474!1187),,,,(879!2065),,,,,,,,(667!2073),(815!396),,,(634!398),,(381!892),(277!602),(959!1782),,,
641,(1203!508),(831!524),,(703!1639),(775!752),,,(844!441),,(962!1546),(232!1082),,(653!1111),(289!1459),(1287!2065),(471!1186),,,,(881!2070),,,,,,,,(667!2073),(815!396),,,,,(377!894),(273!602),(957!1781),,,
642,(1199!508),(831!524),,(703!1640),(771!752),,,(844!441),,(963!1546),(236!1081),,(650!1108),(289!1459),(1289!2066),(469!1185),,,,(884!2071),,,,,,,,(668!2074),(815!396),,,,,(373!894),,(953!1781),,,
643,(1197!508),(831!524),,(706!1642),(766!750),,,(844!442),,(963!1546),(238!1081),,(648!1105),(288!1459),(1290!2067),(467!1185),,,,(885!2072),,,,,,,,(667!2073),(816!396),,,,,(368!897),,(952!1782),,,
644,(1194!508),(832!524),,(707!1645),(760!750),,,(845!441),,(963!1546),(240!1084),,(647!1101),(288!1459),(1293!2068),(462!1184),,,,(885!2073),,,,,,,,(668!2075),(815!396),,,(628!397),,(363!899),(264!587),(952!1782),,,
645,(1193!507),(832!525),,(707!1647),(755!748),,,(846!441),,(964!1546),(248!1083),,(646!1097),(288!1459),(1295!2069),(460!1183),,,,(890!2071),,,,,,,,(672!2074),(815!396),,,(624!397),,(360!902),(264!586),(946!1782),,,
646,(1191!507),(832!525),,(709!1650),(751!746),,,(845!440),,(964!1546),(252!1081),,(644!1094),(289!1459),(1298!2070),(458!1182),,,,(892!2070),,,,,,,,(673!2075),(816!396),,,(620!398),,(354!905),(265!582),(943!1783),,,
647,(1188!507),(832!525),,(709!1652),(744!744),,,(846!440),,(964!1546),(255!1080),,(642!1087),(289!1458),(1300!2070),(456!1183),,,,(898!2067),,,,,,,,(674!2076),(816!396),,,(620!398),,(350!906),(263!578),(941!1783),,,
648,(1187!508),(833!525),,(710!1653),(738!743),,,(846!440),,(964!1547),(257!1079),,(641!1081),(289!1459),(1302!2072),(456!1184),,,,(898!2067),,,,,,,,(674!2075),(816!396),,,(619!397),,(345!908),,(939!1785),,,
649,(1186!508),(832!525),,(710!1655),(734!742),,,(847!440),,(964!1547),(261!1078),,(637!1077),(288!1458),(1304!2071),(451!1184),,,,(899!2066),,,,,,,,(674!2076),(816!396),,,,,(343!909),(259!568),(935!1786),,,
650,(1184!507),(833!525),,(711!1657),(730!741),,,(846!440),,(963!1546),(263!1078),,(634!1072),(288!1459),(1308!2070),(449!1183),,,,(901!2066),,,,,,,,(675!2075),(816!396),,,,,(341!910),,(934!1786),,,
651,(1182!507),(832!525),,(713!1660),(726!739),,,(846!440),,(963!1546),(263!1078),,(630!1065),(289!1458),(1311!2070),(449!1185),,,,(902!2066),,,,,,,,(675!2075),(816!396),,,,,(338!913),(253!563),(928!1785),,,
652,(1179!507),(832!524),,(716!1662),(724!738),,,(846!440),,(963!1546),,,(628!1060),(289!1458),(1313!2070),(445!1183),,,,(903!2065),,,,,,,,(668!2072),(815!396),,,(608!400),,(335!916),,(923!1787),,,
653,(1176!506),(832!524),,(717!1664),(720!738),,,(846!440),,(963!1546),(274!1076),,(628!1055),(288!1459),(1314!2071),(439!1180),,,,(904!2064),,,,,,,,(674!2075),(815!396),,,,,(333!918),(247!554),(921!1788),,,
654,(1174!507),(832!525),,(720!1666),(718!737),,,(846!440),,(963!1546),(276!1077),,(626!1050),(288!1458),(1316!2071),(440!1178),,,,(907!2064),,,,,,,,(674!2075),(815!396),,,(604!402),,(331!919),(249!553),,,,
655,(1173!507),(832!525),,(722!1667),(715!736),,,(846!439),,(963!1546),(278!1075),,(624!1045),(288!1458),(1318!2071),(434!1177),,,,(909!2064),,,,,,,,(668!2072),(815!396),,,(603!403),,(330!920),(246!546),(915!1789),,,
656,(1172!508),(832!523),,(723!1668),(712!735),,,(846!439),,(963!1546),(281!1073),,(624!1039),(288!1459),(1320!2072),(431!1175),,,,(914!2061),,,,,,,,(674!2076),(815!396),,,(603!400),,(328!921),(246!542),(912!1789),,,
657,(1170!509),(832!525),,(726!1669),(708!735),,,(847!440),,(963!1546),(283!1072),,(623!1036),(288!1459),(1323!2076),(429!1174),,,,(915!2061),,,,,,,,(668!2072),(816!396),(774!273),,(602!401),,(327!921),(246!539),(909!1790),,,
658,(1167!510),(832!525),,(728!1671),(704!732),,,(847!440),,(963!1546),(285!1071),,(622!1030),(288!1459),(1325!2075),(426!1173),,,,(916!2059),,,,,,,,(675!2075),(815!396),,,,,(327!922),(245!532),(908!1790),,,
659,(1165!510),(832!525),,(730!1673),(699!731),,,(847!439),,(963!1546),(287!1070),,(620!1025),(289!1459),(1328!2075),(422!1173),,,,(917!2059),,,,,,,,(677!2077),(816!396),,,,,(327!922),,,,,
660,(1163!510),(833!525),,(730!1674),(698!731),,,(849!439),,(963!1546),(289!1070),,(621!1020),(289!1459),(1331!2075),(420!1173),,,,(922!2058),,,,,,,,(676!2075),(817!396),(781!273),,,,(327!922),(242!527),(900!1793),,,
661,(1162!510),(833!525),,(732!1676),(695!730),,,(847!440),,(964!1547),(290!1069),,(620!1016),(289!1459),(1333!2077),(417!1172),,,,(926!2058),,,,,,,,(676!2076),(819!397),(782!273),,,,(326!923),,,,,
662,(1159!510),(833!525),,(733!1678),(692!729),,,(847!440),,(963!1547),(289!1070),,(620!1011),(289!1459),(1336!2076),(413!1173),,,,(930!2058),,,,,,,,(677!2077),(820!397),,,,,(326!923),,(894!1796),,,
663,(1156!512),(833!524),,(735!1676),(690!728),,,(847!440),,(963!1548),(292!1070),,(620!1004),(289!1459),(1339!2076),(410!1173),,,,(933!2057),,,,,,,,(679!2077),(822!396),,,,,(326!923),(237!516),(893!1797),,,
664,(1153!514),(832!525),,(736!1677),(688!728),,,(849!439),,(963!1547),(294!1069),,(619!998),(289!1459),(1341!2076),(408!1170),,,,(935!2056),,,,,,,,(680!2077),(822!397),,,,,(326!923),,(889!1798),,,
665,(1150!514),(832!521),,(737!1679),(686!728),,,(849!439),,(963!1548),(294!1069),,(619!994),(289!1459),(1343!2075),(403!1168),,,,(938!2054),,,,,,,,(683!2076),,,,,,(326!923),(234!507),(885!1797),,,
666,(1148!514),(850!505),,(738!1680),(685!727),,,(848!439),,(963!1548),(295!1068),,(619!988),(288!1458),(1346!2076),(401!1168),,,,(940!2053),,,,,,,,(684!2075),(827!399),,,,,(326!923),(233!503),(881!1796),,,
667,(1147!516),(862!482),,(739!1682),(684!727),,,(848!439),,(963!1548),(296!1069),,(617!984),(288!1459),(1348!2075),(399!1168),,,,(946!2053),,,,,,,,(686!2076),(827!400),,,,,(326!923),(229!499),(880!1797),,,
668,(1144!516),(847!436),,(741!1683),(684!726),,,,,(963!1547),(294!1069),,(617!980),(288!1459),(1348!2074),(396!1165),,,,(949!2054),,,,,,,,(686!2077),(586!399),,,,,(325!924),(229!499),(876!1800),,,
