frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_67,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_78,ID_79,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_89,ID_90,ID_91,ID_93,ID_94,ID_95,ID_96,ID_97,ID_98,ID_99,ID_100,ID_101,ID_102,ID_103,ID_104,ID_105,ID_106,ID_107,ID_108,ID_109,ID_111
23277,,,,,(395!1108),,(976!1324),,,,,,(511!213),,(311!1415),,(1392!141),(743!1147),,,,(77!609),,,,,,,(936!201),,,,,(123!1493),,,,,,(776!1750),(83!1546),,,,,,,,,,,,,,,,,,,(222!1101),,,,,,,,(752!1228),,,,(214!1037),,,,,,(73!1280),,,,,,,,,,(1339!856),,,,,,,,,,,,,,,,,,,,,,
23278,,,,,(396!1108),,(976!1323),,,,,,(511!213),,(311!1415),,(1392!142),(743!1147),,,,(77!607),,,,,,,(936!201),,,,,(122!1492),,,,,,(776!1749),(83!1542),,,,,,,,,,,,,,,,,,,(222!1101),,,,,,,,(752!1227),,,,(214!1037),,,,,,(73!1281),,,,,,,,,,(1339!856),,,,,,,,,,,,,,,,,,,,,,
23279,,,,,(395!1108),,(977!1322),,,,,,(511!213),,(311!1415),,(1392!144),(743!1147),,,,(77!607),,,,,,,(936!202),,,,,(120!1492),,,,,,(778!1747),(84!1546),,,,,,,,,,,,,,,,,,,(222!1101),,,,,,,,(752!1227),,,,(214!1037),,,,,,(73!1280),,,,,,,,,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23280,,,,,(396!1108),,(977!1320),,,,,,(511!213),,(311!1415),,(1392!141),(743!1147),,,,(77!608),,,,,,,(937!202),,,,,(120!1491),,,,,,(780!1746),(84!1547),,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(751!1227),,,,(214!1037),,,(1410!152),,,(73!1280),,,,,,,,,,(1339!856),,,,,,,,,,,,,,,,,,,,,,
23281,,,,,(396!1108),,(978!1318),,,,,,(511!213),,(311!1416),,(1392!141),(743!1147),,,,(77!608),,,,,,,(935!202),,,,,(118!1490),,,,,,(781!1743),(84!1548),,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(751!1228),,,,(214!1037),,,(1410!152),,,(73!1280),,,,,,,,,,(1339!856),,,,,,,,,,,,,,,,,,,,,,
23282,,,,,(395!1108),,(980!1318),,,,,,(512!213),,(311!1415),,(1392!141),(743!1147),,,,(77!607),,,,,,,(935!202),,,,,(119!1490),,,,,,(782!1742),(85!1548),,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(753!1227),,,,(214!1038),,,(1407!149),,,(73!1281),,,,,,,,,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23283,,,,,(396!1108),,(980!1317),,,,,,(512!213),,(311!1415),,(1392!141),(743!1147),,,,(77!607),,,,,,,(936!201),,,,,(119!1489),,,,,,(783!1742),(85!1549),,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(754!1227),,,,(214!1037),,,,,,(73!1281),,,,,,,,,,(1339!856),,,,,,,,,,,,,,,,,,,,,,
23284,,,,,(395!1108),,(982!1316),,,,,,(511!211),,(311!1415),,(1391!141),(743!1147),,,,(77!607),,,,,,,(935!201),,,,,(118!1487),,,,,,(786!1742),(86!1549),,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(753!1227),,,,(214!1037),,,(1408!138),,,(73!1281),,,,,,,,,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23285,,,,,(395!1108),,(982!1313),,,,,,(511!213),,(311!1415),,,(743!1147),,,,(77!607),,,,,,,(936!201),,,,,(117!1487),,,,,,(788!1741),(86!1550),,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(752!1227),,,,(214!1037),,,,,,(73!1281),,,,,,,,,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23286,,,,,(396!1108),,(982!1312),,,,,,(511!211),,(311!1415),,,(743!1147),,,,(77!609),,,,,,,(936!201),,,,,(118!1485),,,,,,(791!1740),(87!1550),,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(752!1227),,,,(214!1037),,,,,,(73!1280),,,,,,,,,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23287,,,,,(396!1108),,,,,,,,(512!213),,(311!1415),,(1392!141),(743!1147),,,,(79!609),,,,,,,(936!201),,,,,(118!1484),,,,,,(793!1740),(87!1550),,,,,,,,,,,,(223!1869),,,,,,,(222!1101),,,,,,,,(751!1227),,,,(214!1037),,,,,,(73!1278),,,,,,,,,,(1339!856),(71!531),,,,,,,,,,,,,,,,,,,,,
23288,,,,,(396!1108),,(983!1310),,,,,,(511!213),,(311!1415),,(1392!141),(743!1147),,,,(77!608),,,,,,,(936!202),,,,,(118!1484),,,,,,(794!1739),(88!1550),,,,,,,,,,,,,,,,,,,(222!1101),,,,,,,,(753!1227),,,,(214!1037),,,,,,(73!1280),,,,,,,,,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23289,,,,,(396!1108),,(983!1309),,,,,,(511!213),,(311!1415),,(1392!141),(743!1147),,,,(79!608),,,,,,,(936!202),,,,,(116!1482),,,,,,(795!1737),(89!1551),,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(752!1227),,,,(214!1037),,,,,,(73!1280),,,,,,,,,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23290,,,,,(396!1108),,(981!1307),,,,,,(512!211),,(311!1415),,,(743!1147),,,,(78!608),,,,,,,(936!204),,,,,(116!1482),,,,,,(798!1735),,,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(752!1227),,,,(214!1037),,,,,,(73!1277),,,,,,,,,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23291,,,,,(396!1108),,(981!1307),,,,,,(511!213),,(311!1415),,,(743!1147),,,,(78!608),,,,,,,(936!202),,,,,(116!1481),,,,,,(800!1733),(90!1551),,,,,,,,,,,,,,,,,,,(222!1101),,,,,,,,(752!1227),,,,(214!1038),,,,,,(73!1281),,,,,,,(200!180),,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23292,,,,,(395!1108),,(981!1306),,,,,,(509!213),,(311!1415),,(1389!144),(743!1147),,,,(78!609),,,,,,,(936!200),,,,,(116!1479),,,,,,(800!1731),(95!1551),,,,,,,,,,,,,,,,,,,(222!1101),,,,,,,,(752!1227),,,,(214!1038),,,,,,(73!1280),,,,,,,,,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23293,,,,,(395!1108),,,,,,,,(511!211),,(311!1415),,(1392!141),(743!1147),,,,(78!608),(998!182),,,,,,(936!200),,,,,(115!1479),,,,,,(802!1730),(92!1552),,,,,,,,,,,,(224!1870),,,,,,,(222!1101),,,,,,,,(753!1227),,,,(214!1038),,,,,,(73!1280),,,,,,,,,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23294,,,,,(396!1108),,(982!1303),,,,,,(512!212),,(311!1415),,(1391!137),(743!1147),,,,(78!608),(998!183),,,,,,(935!200),,,,,(115!1478),,,,,,(805!1729),(93!1552),,,,,,,,,,,,,,,,,,,(222!1101),,,,,,,,(752!1227),,,,(214!1038),,,,,,(73!1280),,,,,,,,,,(1339!856),,,,,,,,,,,,,,,,,,,,,,
23295,,,,,(396!1108),,(981!1302),,,,,,(512!214),,(311!1415),,(1391!136),(743!1147),,,,(78!608),(998!183),,,,,,(935!200),,,,,(115!1478),,,,,,(809!1728),(93!1552),,,,,,,,,,,,(222!1868),,,,,,,(221!1101),,,,,,,,(752!1227),,,,(214!1037),,,(1404!150),,,(73!1277),,,,,,,,,,(1339!855),(70!531),,,,,,,,,,,,,,,,,,,,,
23296,,,,,(396!1107),,(981!1301),,,,,,(511!211),,(311!1415),,(1393!138),(743!1147),,,,(77!608),(998!184),,,,,,(935!200),,,,,(115!1477),,,,,,(812!1727),(93!1552),,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(751!1228),,,,(214!1038),,,(1409!149),,,,,,,,,,(200!178),,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23297,,,,,(395!1107),,(981!1300),,,,,,(511!211),,(311!1415),,(1392!141),(743!1147),,,,(78!608),(998!183),,,,,,(935!200),,,,,(115!1477),,,,,,(814!1727),(93!1552),,,,,,,,,,,,(222!1869),,,,,,,(222!1101),,,,,,,,(752!1228),,,,(214!1038),,,(1409!137),,,(73!1277),,,,,,,,,,(1340!856),,,,,,,,,,,,,,,,,,,,,,
23298,,,,,(395!1107),,(981!1300),,,,,,(511!211),,(311!1415),,(1394!143),(743!1147),,,,(77!608),,,,,,,(935!200),,,,,(114!1476),,,,,,(816!1725),(93!1552),,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(751!1227),,,,(214!1038),,,(1409!149),,,,,,,,,,,,,(1340!860),(71!531),,,,,,,,,,,,,,,,,,,,,
23299,,,,,(396!1107),,(982!1298),,,,,,(511!211),,(311!1415),,(1389!140),(743!1147),,,,(78!608),,,,,,,(936!200),,,,,(113!1476),,,,,,(818!1722),(93!1552),,,,,,,,,,,,,,,,,,,(221!1101),,,,,,,,(751!1228),,,,(214!1037),,,,,,(73!1277),,,,,,,(200!178),,,,(71!531),,,,,,,,,,,,,,,,,,,,,
23300,,,,,(396!1107),,(982!1297),,,,,,(511!214),,(311!1415),,(1392!141),(743!1147),,,,(77!607),,,,,,,(936!200),,,,,(111!1476),,,,,,(819!1720),(93!1553),,,(1406!136),,,,,,,,,(220!1869),,,,,,,(221!1101),,,,,,,,(751!1228),,,,(214!1037),,,,,,(72!1277),,,,,,,,,,(1339!855),(69!531),,,,,,,,,,,,,,,,,,,,,
23301,,,,,(397!1107),,(982!1297),,,,,,(510!214),,(311!1415),,(1391!141),(743!1147),,,,(77!609),,,,,,,(936!200),,,,,(112!1476),,,,,,(821!1719),(94!1553),,,(1408!152),,,,,,,,,,,,,,,,(221!1102),,,,,,,,(751!1228),,,,(214!1037),,,,,,(73!1277),,,,,,,,,,(1339!860),,,,,,,,,,,,,,,,,,,,,,
23302,,,,,(397!1107),,(982!1297),,,,,,(510!213),,(311!1415),,(1392!136),(743!1147),,,,(77!608),(998!182),,,,,,(935!200),,,,,(112!1475),,,,,,(822!1718),(94!1552),,,,,,,,,,,,(221!1870),,,,,,,(221!1102),,,,,,,,(752!1227),,,,(214!1037),,,,,,(74!1280),,,,,,,,,,(1339!859),(71!531),,,,,,,,,,,,,,,,,,,,,
23303,,,,,(397!1107),,(982!1297),,,,,,(510!213),,(311!1415),,(1407!140),(743!1147),,,,(77!608),(998!183),,,,,,(935!200),,,,,(111!1475),,,,,,(821!1717),(94!1553),,,,,,,,,,,,,,,,,,,(221!1102),,,,,,,,(752!1227),,,,(213!1037),,,,,,,,,,,,,(200!177),,,(1339!859),(71!531),,,,,,,,,,,,,,,,,,,,,
23304,,,,,(397!1107),,(982!1297),,,,,,(511!213),,(311!1415),,(1391!142),(743!1147),,,,(77!608),(998!183),,,,,,(935!200),,,,,(111!1474),,,,,,(822!1717),(94!1553),,,,,,,,,,,,,,,,,,,(221!1102),,,,,,,,(752!1227),,,,(213!1037),,,,,,(73!1277),,,,,,,,,,(1339!860),(71!531),,,,,,,,,,,,,,,,,,,,,
23305,,,,,(396!1107),,(982!1297),,,,,,(510!213),,(311!1415),,(1406!139),(743!1147),,,,(77!608),(998!183),,,,,,(935!200),,,,,(111!1473),,,,,,(824!1716),(94!1553),,,,,,,,,,,,,,,,,,,(221!1102),,,,,,,,(753!1227),,,,(213!1037),,,,,,(75!1280),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23306,,,,,(396!1107),,(982!1297),,,,,,(510!213),,(311!1415),,(1391!145),(743!1147),,,,(77!608),(998!184),,,,,,(935!199),,,,,(111!1473),,,,,,(827!1715),(94!1553),,,,,,,,,,,,(220!1870),,,,,,,(222!1103),,,,,,,,(754!1227),,,,(213!1037),,,,,,(73!1277),,,,,,,,,,(1339!860),,,,,,,,,,,,,,,,,,,,,,
23307,,,,,(396!1107),,(982!1297),,,,,,(510!214),,(311!1415),,,(743!1147),,,,(77!608),(998!182),,,,,,(935!200),,,,,(110!1472),,,,,,(828!1714),(94!1553),,,,,,,,,,,,,,,,,,,(221!1102),,,,,,,,(753!1227),,,,(213!1037),,,,,,(73!1277),,,,,,,,,,(1339!860),,,,,,,,,,,,,,,,,,,,,,
23308,,,,,(397!1107),,(983!1296),,,,,,(512!212),,(311!1415),,(1391!142),(743!1147),,,,(77!608),(998!183),,,,,,(935!200),,,,,(109!1471),,,,,,(831!1713),(94!1553),,,,,,,,,,,,,,,,,,,(221!1103),,,,,,,,(753!1227),,,,(213!1037),,,,,,(73!1277),,,,,,,,,,(1338!857),,,,,,,,,,,,,,,,,,,,,,
23309,,,,,(396!1107),,(985!1297),,,,,,(510!214),,(311!1415),,,(743!1147),,,,(77!608),(998!184),,,,,,(935!200),,,,,(110!1471),,,,,,(832!1712),(94!1553),,,,,,,,,,,,,,,,,,,(222!1103),,,,,,,,(754!1227),,,,(213!1037),,,,,,(73!1276),,,,,,,,,,,(70!531),,,,,,,,,,,,,,,,,,,,,
23310,,,,,(395!1107),,(984!1296),,,,,,(510!214),,(311!1415),,,(743!1146),,,,(77!608),,,,,,,(935!200),,,,,(109!1470),,,,,,(834!1711),(93!1553),,,,,,,,,,,,,,,,,,,(222!1103),,,,,,,,(754!1227),,,,(213!1037),,,(1405!141),,,(73!1277),,,,,,,,,,,(70!531),,,,,,,,,,,,,,,,,,,,,
23311,,,,,(397!1107),,(985!1295),,,,,,,,(311!1414),,(1389!142),(743!1146),,,,(77!609),,,,,,,(935!200),,,,,(111!1469),,,,,,(836!1709),(93!1553),,,,,,,,,,,,,,,,,,,(221!1103),,,,,,,,(754!1226),,,,(213!1037),,,(1409!152),,,(72!1276),,,,,,,,,,(1339!856),,,,,,,,,,,,,,,,,,,,,,
23312,,,,,(396!1107),,(985!1295),,,,,,(511!214),,(310!1415),,,(743!1146),,,,(78!608),,,,,,,(935!200),,,,,(110!1470),,,,,,(838!1708),(93!1553),,,,,,,,,,,,(220!1871),,,,,,,(221!1103),,,,,,,,(754!1227),,,,(213!1037),,,,,,,,,,,,,,,,(1339!855),,,,,,,,,,,,,,,,,,,,,,
23313,,,,,(396!1107),,(986!1295),,,,,,(511!211),,(310!1415),,,(743!1146),,,,(78!608),,,,,,,(935!200),,,,,(110!1469),,,,,,(839!1706),(92!1553),,,,,,,,,,,,,,,,,,,(221!1103),,,,,,,,(755!1227),,,,(213!1037),,,,,,(72!1276),,,,,,,,,,(1339!860),(69!531),,,,,,,,,,,,,,,,,,,,,
23314,,,,,(396!1107),,(986!1295),,,,,,(511!211),,(310!1415),,,(743!1147),,,,(77!608),,,,,,,(935!200),,,,,(111!1469),,,,,,(840!1706),(92!1553),,,,,,,,,,,,(219!1870),,,,,,,(222!1104),,,,,,,,(754!1227),,,,(214!1038),,,,,,(73!1276),,,,,,,,,,(1339!856),(70!531),,,,,,,,,,,,,,,,,,,,,
23315,,,,,(395!1107),,(986!1294),,,,,,(511!211),,(310!1415),,,(743!1146),,,,(77!607),,,,,,,(935!200),,,,,(111!1470),,,,,,(841!1705),(93!1553),,,(1406!139),,,,,,,,,(220!1870),,,,,,,(222!1104),,,,,,,,(754!1227),,,,(214!1037),,,,,,(73!1276),,,,,,,,,,(1339!856),(70!530),,,,,,,,,,,,,,,,,,,,,
23316,,,,,(396!1107),,(987!1294),,,,,,(511!212),,(310!1415),,,(743!1146),,,,(77!607),,,,,,,(935!200),,,,,(110!1469),,,,,,(841!1705),(93!1553),,,,,,,,,,,,(221!1870),,,,,,,(222!1103),,,,,,,,(754!1227),,,,(214!1037),,,,,,(72!1276),,,,,,,,,,(1339!856),,,,,,,,,,,,,,,,,,,,,,
23317,,,,,(396!1107),,(987!1294),,,,,,(512!212),,(310!1415),,,(743!1146),,,,(77!607),,,,,,,(935!200),,,,,(111!1469),,,,,,(844!1705),(93!1553),,,,,,,,,,,,(221!1871),,,,,,,(222!1103),,,,,,,,(754!1227),,,,(214!1037),,,(1404!150),,,(73!1276),,,,,,,,,,(1339!860),,,,,,,,,,,,,,,,,,,,,,
23318,,,,,(396!1107),,(987!1294),,,,,,(510!211),,(309!1415),,,(743!1147),,,,(77!608),,,,,,,(935!200),,,,,(112!1469),,,,,,(845!1705),(92!1553),,,,,,,,,,,,,,,,,,,(223!1102),,,,,,,,(754!1227),,,,(214!1038),,,,,,(72!1276),,,,,,,,,,(1339!860),,,,,,,,,,,,,,,,,,,,,,
23319,,,,,(395!1107),,(987!1294),,,,,,(509!211),,(310!1415),,,(743!1147),,,,(77!608),,,,,,,(935!200),,,,,(111!1470),,,,,,(847!1706),(92!1553),,,,,,,,,,,,,,,,,,,(223!1102),,,,,,,,(754!1227),,,,(213!1037),,,,,,(72!1276),,,,,,,,,,(1339!860),,,,,,,,,,,,,,,,,,,,,,
23320,,,,,(395!1107),,(987!1293),,,,,,(509!211),,(309!1415),,,(743!1147),,,,(77!608),,,,,,,(935!200),,,,,(112!1470),,,,,,(848!1707),(92!1553),,,,,,,,,,,,(221!1872),,,,,,,(224!1102),,,,,,,,(754!1227),,,,(213!1037),,,,,,(71!1276),,,,,,,,,,(1339!859),,,,,,,,,,,,,,,,,,,,,,
23321,,,,,(396!1107),,(989!1293),,,,,,(509!212),,(310!1415),,,(742!1147),,,,(77!608),,,,,,,(935!201),,,,,(112!1470),,,,,,(849!1707),(92!1553),,,,,,,,,,,,(222!1871),,,,,,,(223!1102),,,,,,,,(755!1228),,,,(212!1037),,,(1409!158),,,(72!1276),,,,,,,,,,(1339!856),,,,,,,,,,,,,,,,,,,,,,
23322,,,,,(396!1107),,(989!1292),,,,,,(510!211),,(309!1415),,,(743!1147),,,,(77!607),,,,,,,(935!200),,,,,(113!1470),,,,,,(850!1707),,,,,,,,,,,,,(222!1872),,,,,,,(223!1103),,,,,,,,(754!1227),,,,(212!1036),,,,,,,,,,,,,,,,(1339!859),(70!531),,,,,,,,,,,,,,,,,,,,,
23323,,,,,(396!1107),,(989!1292),,,,,,(511!211),,(310!1414),,,(743!1146),,,,(78!607),,,,,,,(935!200),,,,,(112!1470),,,,,,(851!1706),(93!1553),,,(1404!138),,,,,,,,,(219!1872),,,,,,,(223!1103),,,,,,,,(754!1227),,,,(212!1036),,,,,,,,,,,,,,,,(1339!855),,,,,,,,,,,,,,,,,,,,,,
23324,,,,,(396!1107),,(990!1292),,,,,,(510!211),,(310!1414),,,(743!1146),,,,(77!608),,,,,,,(935!200),,,,,(113!1469),,,(998!183),,,(852!1706),(93!1553),,,,,,,,,,,,(222!1870),,,,,,,(224!1103),,,,,,,,(755!1227),,,,(212!1036),,,,,,(73!1276),,,,,,,,,,(1339!859),(70!531),,,,,,,,,,,,,,,,,,,,,
23325,,,,,(396!1107),,(990!1292),,,,,,(510!211),,(309!1414),,(1391!137),(743!1146),,,,(78!607),,,,,,,(936!200),,,,,(113!1469),,,(999!183),,,(854!1706),(93!1553),,,,,,,,,,,,(222!1870),,,,,,,(223!1103),,,,,,,,(754!1227),,,,(212!1036),,,,,,(72!1276),,,,,,,,,,(1339!857),(70!531),,,,,,,,,,,,,,,,,,,,,
23326,,,,,(395!1107),,(990!1292),,,,,,(511!213),,(310!1415),,(1406!139),(742!1146),,,,(78!607),,,,,,,(936!200),,,,,(113!1469),,,(999!183),,,(856!1705),(93!1553),,,,,,,,,,,,,,,,,,,(224!1103),,,,,,,,(755!1228),,,,(212!1035),,,,,,(73!1276),,,,,,,(199!177),,,(1339!855),(70!531),,,,,,,,,,,,,,,,,,,,,
23327,,,,,(396!1107),,(990!1291),,,,,,(510!210),,(309!1414),,,(743!1146),,,,(78!607),,,,,,,(936!200),,,,,(113!1469),,,(999!183),,,(857!1703),(93!1553),,,,,,,,,,,,,,,,,,,(223!1103),,,,,,,,(755!1228),,,,(212!1036),,,,,,(72!1276),,,,,,,,,,(1339!855),(71!531),,,,,,,,,,,,,,,,,,,,,
23328,,,,,(395!1107),,(990!1291),,,,,,(509!211),,(309!1415),,,(743!1146),,,,(78!607),,,,,,,(936!200),,,,,(113!1469),,,(999!182),,,(858!1703),(92!1553),,,,,,,,,,,,,,,,,,,(223!1103),,,,,,,,(755!1228),,,,(212!1036),,,,,,(72!1276),,,,,,,,,,(1339!860),(71!531),,,,,,,,,,,,,,,,,,,,,
23329,,,,,(395!1107),,(990!1291),,,,,,(509!211),,(309!1414),,,(743!1147),,,,(69!531),,,,,,,(936!200),,,,,(112!1468),,,(1000!184),,,(860!1703),(92!1553),,,,,,,,,,,,,,,,,,,(224!1103),,,,,,,,(755!1228),,,,(212!1036),,,(1408!156),,,(72!1276),,,,,,,(199!178),,,,,,,,,,,,,,,,,,,,,,,,,
23330,,,,,(396!1107),,(991!1291),,,,,,(510!214),,(309!1415),,,(743!1147),,,,(70!532),,,,,,,(935!200),,,,,(112!1468),,,(1000!184),,,(863!1704),(92!1553),,,,,,,,,,,,,,,,,,,(223!1103),,,,,,,,(755!1227),,,,(212!1036),,,(1406!139),,,(72!1276),,,,,,,,,,,(77!607),,,,,,,,,,,,,,,,,,,,,
23331,,,,,(396!1107),,(992!1291),,,,,,(510!213),,(309!1414),,,(743!1146),,,,(70!530),,,,,,,(936!200),,,,,(114!1468),,,(1000!183),,,(865!1704),(93!1553),,,,,,,,,,,,(220!1872),,,,,,,(224!1103),,,,,,,,(755!1228),,,,(212!1036),,,,,,(73!1276),,,,,,,,,,(1339!861),(78!607),,,,,,,,,,,,,,,,,,,,,
23332,,,,,(395!1107),,,,,,,,(509!213),,(309!1414),,,(743!1146),,,,(70!531),,,,,,,(936!200),,,,,(113!1467),,,(1000!183),,,(866!1704),(92!1553),,,,,,,,,,,,,,,,,,,(224!1103),,,,,,,,(755!1228),,,,(212!1036),,,,,,(72!1276),,,,,,,,,,(1339!859),(78!607),,,,,,,,,,,,,,,,,,,,,
23333,,,,,(395!1107),,(993!1291),,,,,,(510!213),,(309!1415),,,(743!1146),,,,,,,,,,,(935!200),,,,,(113!1468),,,(999!184),,,(868!1705),(92!1553),,,,,,,,,,,,(220!1871),,,,,,,(224!1103),,,,,,,,(755!1227),,,,(212!1037),,,,,,(72!1275),,,,,,,,,,(1339!857),,,,,,,,,,,,,,,,,,,,,,
23334,,,,,(395!1106),,(995!1291),,,,,,(510!214),,(309!1415),,,(743!1146),,,,,,,,,,,(936!200),,,,,(114!1470),,,(999!183),,,(869!1704),(93!1553),,,,,,,,,,,,,,,,,,,(224!1103),,,,,,,,(755!1227),,,,(212!1036),,,,,,(71!1276),,,,,,,,,,(1339!856),,,,,,,,,,,,,,,,,,,,,,
23335,,,,,(396!1107),,(995!1290),,,,,,(510!213),,(309!1415),,(1405!141),(743!1146),,,,,,,,,,,(936!200),,,,,(113!1467),,,(999!183),,,(870!1704),(92!1553),,,,,,,,,,,,,,,,,,,(224!1103),,,,,,,,(755!1227),,,,(212!1036),,,,,,(72!1275),,,,,,,,,,(1339!856),(78!607),,,,,,,,,,,,,,,,,,,,,
23336,,,,,(396!1106),,(997!1290),,,,,,(509!214),,(309!1415),,(1406!152),(743!1147),,,,(70!531),,,,,,,(936!200),,,,,(112!1467),,,(999!183),,,(871!1704),(92!1553),,,,,,,,,,,,(221!1870),,,,,,,(223!1103),,,,,,,,(755!1227),,,,(212!1036),,,,,,(71!1275),,,,,,,,,,(1339!856),(77!607),,,,,,,,,,,,,,,,,,,,,
23337,,,,,(395!1107),,(996!1289),,,,,,(510!214),,(309!1415),,(1409!149),(743!1147),,,,,,,,,,,(936!200),,,,,(112!1467),,,(999!184),,,(872!1703),(92!1553),,,,,,,,,,,,,,,,,,,(223!1103),,,,,,,,(755!1226),,,,(212!1037),,,,,,(74!1278),,,,,,,,,,(1339!856),(76!606),,,,,,,,,,,,,,,,,,,,,
23338,,,,,(396!1106),,(997!1289),,,,,,(510!214),,(309!1415),,(1406!139),(743!1147),,,,(70!531),,,,,,,(936!200),,,,,(111!1467),,,(999!183),,,(874!1702),(92!1552),,,,,,,,,,,,,,,,,,,(223!1103),,,,,,,,(755!1226),,,,(212!1036),,,,,,(74!1279),,,,,,,,,,(1339!856),(77!607),,,,,,,,,,,,,,,,,,,,,
23339,,,,,(396!1106),,(996!1289),,,,,,(510!214),,(309!1415),,(1392!140),(743!1146),,,,,,,,,,,(936!201),,,,,(112!1466),,,(998!184),,,(875!1702),(92!1553),,,,,,,,,,,,,,,,,,,(223!1102),,,,,,,,(755!1228),,,,(212!1036),,,(1411!154),,,(74!1278),,,,,,,,,,(1339!856),(77!608),,,,,,,,,,,,,,,,,,,,,
23340,,,,,(396!1106),,(996!1289),,,,,,(510!213),,(309!1415),,(1407!147),(743!1146),,,,,,,,,,,(935!200),,,,,(113!1469),,,(999!183),,,(876!1702),(92!1553),,,,,,,,,,,,,,,,,,,(222!1102),,,,,,,,(756!1227),,,,(212!1036),,,,,,(71!1275),,,,,,,,,,(1339!856),(77!608),,,,,,,,,,,,,,,,,,,,,
23341,,,,,(395!1106),,(996!1289),,,,,,(510!211),,(309!1415),,(1406!138),(743!1146),,,,(69!531),,,,,,,(936!200),,,,,(111!1464),,,(999!183),,,(877!1701),(92!1553),,,,,,,,,,,,(222!1870),,,,,,,(222!1102),,,,,,,,(756!1228),,,,(212!1036),,,,,,,,,,,,,,,,(1339!856),(77!606),,,,,,,,,,,,,,,,,,,,,
23342,,,,,(396!1106),,,,,,,,(510!211),,(309!1415),,(1406!137),(743!1147),,,,,,,,,,,(935!200),,,,,(112!1463),,,(999!183),,,(878!1701),(92!1552),,,,,,,,,,,,(222!1870),,,,,,,(222!1102),,,,,,,,(756!1228),,,,(212!1036),,,,,,(74!1278),,,,,,,,,,(1339!856),(69!531),,,,,,,,,,,,,,,,,,,,,
23343,,,,,(396!1106),,,,,,,,(510!211),,(309!1415),,,(743!1146),,,,,,,,,,,(935!200),,,,,(112!1463),,,(999!183),,,(880!1701),(92!1553),,,,,,,,,,,,(222!1871),,,,,,,(221!1101),,,,,,,,(756!1228),,,,(212!1036),,,,,,(74!1278),,,,,,,,,,(1339!856),(78!608),,,,,,,,,,,,,,,,,,,,,
23344,,,,,(396!1106),,(996!1289),,,,,,(509!211),,(309!1415),,,(743!1146),,,,,,,,,,,(935!200),,,,,(113!1462),,,(999!183),,,(882!1701),(92!1553),,,,,,,,,,,,,,,,,,,(220!1102),,,,,,,,(756!1227),,,,(212!1036),,,,,,(71!1275),,,,,,,,,,(1339!856),(76!607),,,,,,,,,,,,,,,,,,,,,
23345,,,,,(396!1106),,(997!1289),,,,,,(510!211),,(309!1416),,,(743!1146),,,,,,,,,,,(935!200),,,,,(113!1462),,,(998!183),,,(884!1702),(92!1553),,,,,,,,,,,,,,,,,,,(220!1101),,,,,,,,(755!1227),,,,(212!1036),,,(1409!156),,,(72!1275),,,,,,,,,,(1339!856),(77!608),,,,,,,,,,,,,,,,,,,,,
