frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19
15,(819!119),(1744!226),(1503!236),(1483!485),(1706!430),(1486!600),,(1360!689),(1279!770),(1225!958),(1311!1059),,(1023!1130),(1467!1325),(1737!1278),,(139!1130),(1253!1147),,
16,(820!119),(1744!226),(1504!239),(1483!490),(1707!431),(1486!601),,(1360!690),(1280!772),(1226!959),(1311!1059),,(1023!1131),(1468!1324),(1737!1279),,(139!1128),(1254!1147),,
17,(820!120),(1707!432),(1504!236),(1483!493),(1749!644),(1486!601),,(1359!690),(1275!768),(1226!959),(1311!1060),,(1023!1131),,(1737!1279),,(139!1129),(1254!1148),(394!1303),
18,(820!120),(1707!432),(1504!240),(1487!490),(1756!638),(1486!601),,(1361!690),(1281!775),(1226!959),(1311!1060),,,,(1738!1279),,(139!1130),(1253!1148),(395!1303),
19,(820!120),(1744!227),(1504!241),(1486!491),(1707!432),(1486!601),,(1361!690),(1283!775),(1226!959),(1311!1060),,(1024!1131),,(1738!1279),,(139!1129),(1254!1148),(396!1303),
20,(821!119),(1707!431),(1504!237),(1483!497),(1757!639),(1487!601),,(1361!690),,(1226!959),(1311!1060),,(1024!1131),(1471!1325),(1738!1278),,(140!1129),(1254!1148),(398!1304),
21,(821!119),(1707!431),(1504!236),(1483!498),(1750!634),(1489!606),,(1364!693),,(1226!959),(1312!1059),,(1024!1131),,(1738!1278),,(140!1129),(1254!1147),(400!1302),
22,(821!119),(1744!226),(1504!236),(1482!499),(1707!431),(1486!600),,(1364!693),,(1226!958),(1312!1053),,(1024!1130),(1467!1324),(1736!1277),,(140!1128),(1253!1147),(401!1302),
23,(821!118),,(1504!235),(1486!493),(1706!430),(1488!605),(1288!776),(1363!692),,(1226!959),(1312!1058),,,(1468!1323),(1737!1277),,(140!1128),(1253!1146),(403!1301),
24,(821!118),(1744!226),(1504!235),(1486!492),(1706!430),(1485!599),(1289!776),(1359!689),,(1225!957),(1312!1058),,(1023!1129),(1468!1323),(1736!1277),,(140!1128),(1253!1146),(404!1301),
25,(821!118),(1706!430),(1504!235),(1481!498),(1749!633),(1485!599),(1289!776),(1359!688),,(1225!958),(1311!1058),,(1023!1129),(1467!1323),(1736!1277),,(141!1132),(1253!1146),(405!1300),
26,(820!118),(1743!226),(1503!235),(1481!498),(1706!430),(1485!599),(1289!776),(1359!688),,(1225!959),(1315!1058),,(1023!1128),(1467!1322),(1736!1277),,(141!1132),(1252!1146),(406!1299),
27,(821!119),(1744!226),(1503!235),(1481!498),(1706!430),(1485!599),(1282!773),(1359!689),,(1225!959),(1315!1058),,(1023!1129),(1467!1323),(1736!1277),,(140!1132),(1252!1146),(408!1299),
28,(820!119),(1744!226),(1503!236),(1481!498),(1706!430),(1488!606),(1289!778),(1359!689),,(1225!960),(1315!1058),,(1023!1129),(1467!1324),(1736!1277),,(140!1132),(1253!1147),(409!1300),
29,(821!119),(1744!227),(1504!236),(1486!494),(1706!431),(1485!600),(1284!774),(1358!689),,(1225!964),(1316!1059),,(1023!1130),(1469!1324),(1736!1278),,(139!1129),(1253!1147),(411!1299),
30,(821!120),(1744!227),(1504!237),(1486!494),(1706!431),(1488!607),(1291!781),(1362!694),,(1221!962),(1315!1059),,,(1467!1325),(1736!1279),,(140!1130),(1253!1148),(412!1299),
31,(821!120),(1744!229),(1505!238),(1486!495),(1706!431),(1486!601),(1291!781),(1361!690),,(1226!960),(1316!1060),,(1023!1131),(1467!1325),(1736!1279),,(141!1134),(1253!1148),(410!1299),
32,(821!120),(1745!230),(1506!238),(1483!499),(1707!432),(1487!601),(1292!781),(1357!690),(1757!616),(1223!963),(1316!1060),,(1024!1131),(1468!1325),(1737!1279),,(141!1134),(1253!1148),(416!1298),
33,(822!120),(1745!231),(1506!238),(1483!499),(1707!431),(1489!606),(1292!780),(1359!690),(1488!544),(1226!960),(1315!1060),,(1024!1130),(1468!1325),(1737!1278),,(140!1130),(1254!1148),(417!1297),(390!1346)
34,(822!120),(1780!120),(1506!238),(1483!499),(1707!431),(1486!601),(1291!781),(1361!690),(1757!624),(1226!960),(1315!1060),,(1024!1131),(1468!1325),(1737!1278),,(141!1133),(1253!1148),(418!1296),
35,(822!119),(1744!231),(1506!238),(1487!494),(1707!431),(1489!606),(1292!781),(1359!689),(1756!624),(1226!958),(1315!1053),,(1024!1130),(1468!1324),(1737!1277),,(140!1129),(1253!1147),(420!1295),
36,(821!118),(1744!231),(1506!238),(1486!493),(1707!431),(1487!600),(1292!780),(1361!689),(1758!623),(1222!957),(1314!1058),,(1023!1129),(1468!1324),(1737!1277),,(140!1128),(1252!1147),(421!1293),
37,(821!118),(1744!232),(1506!238),(1486!493),(1707!430),(1488!605),(1291!780),(1363!693),,(1222!957),(1313!1058),,(1026!1135),(1467!1324),(1736!1277),,(140!1128),(1252!1146),(422!1291),
38,(821!118),(1744!232),(1506!237),(1483!499),(1707!430),(1487!599),(1291!780),(1360!688),,(1226!960),(1315!1058),,(1023!1129),(1467!1323),(1736!1276),,(140!1128),(1252!1146),(423!1291),
39,(821!118),(1744!233),(1505!238),(1486!493),(1706!430),(1486!599),(1290!781),(1359!688),,(1225!959),(1316!1058),,(1023!1129),(1467!1324),(1736!1277),,(140!1128),(1251!1147),(425!1290),(347!1322)
40,(820!118),(1706!430),(1505!238),(1481!499),(1755!624),(1486!600),(1290!781),(1362!693),,(1221!957),(1311!1058),,(1026!1134),(1466!1324),(1737!1277),,(140!1128),(1251!1147),(426!1291),
41,(820!119),(1780!105),(1505!239),(1479!500),(1706!431),(1486!600),(1290!783),(1362!693),,(1225!960),(1315!1059),,(1025!1135),(1466!1323),(1736!1277),,(140!1129),(1251!1147),(428!1291),
42,(820!120),(1706!431),(1505!239),(1487!497),(1749!620),(1487!606),(1285!777),(1360!693),(1760!966),(1225!960),(1315!1059),,(1025!1135),(1467!1324),(1736!1278),,(141!1133),(1251!1147),(429!1291),
43,(821!119),(1706!431),(1506!239),(1488!516),(1755!625),(1486!601),(1290!783),(1362!693),(1483!1347),(1226!961),(1315!1059),,(1025!1135),(1467!1324),(1736!1278),,(140!1130),(1251!1148),(431!1292),
44,(821!119),(1745!239),(1780!106),(1506!240),(1706!431),(1486!601),(1360!690),(1488!516),(1252!1148),(1290!784),(1315!1060),,(1025!1135),(1467!1325),(1737!1278),,(141!1129),(1226!961),(432!1292),
45,(821!120),(1745!240),,(1506!240),(1707!432),(1487!601),(1358!690),(1486!524),(1252!1149),(1284!779),(1314!1060),,(1024!1131),(1469!1326),(1737!1278),,(141!1130),(1226!961),(434!1291),
46,(821!119),(1746!240),(1751!617),(1506!240),(1707!432),(1488!601),(1361!690),(1487!526),(1252!1149),(1285!778),(1313!1060),,(1026!1135),(1469!1325),(1737!1278),,(141!1130),(1226!958),(432!1291),
47,(822!120),(1746!242),(1748!617),(1507!240),(1707!431),(1489!606),(1361!694),(1489!528),(1252!1149),(1285!778),(1313!1059),,(1025!1130),(1468!1325),(1737!1278),,(142!1130),(1226!959),(438!1289),
48,(822!119),(1747!243),(1752!623),(1506!240),(1707!431),(1488!601),(1358!689),(1490!524),(1253!1148),(1285!778),(1314!1059),,(1025!1129),(1468!1324),(1737!1278),,(142!1129),(1224!966),(439!1288),
49,(822!119),(1748!243),(1707!430),(1508!239),(1780!119),(1487!601),(1362!689),(1488!531),(1253!1148),(1291!781),(1314!1059),,(1024!1129),(1468!1324),(1737!1277),,(141!1129),(1224!961),(440!1287),
50,(822!118),(1747!243),(1707!430),(1507!239),,(1487!600),(1359!689),(1490!527),(1253!1147),(1291!781),(1314!1058),,(1027!1134),(1468!1323),(1737!1277),,(141!1128),(1224!965),(442!1286),
51,(821!119),(1746!244),(1706!430),(1506!238),,(1488!605),(1357!693),(1490!535),(1252!1147),(1290!781),(1312!1058),,(1026!1133),(1467!1323),(1737!1277),,(141!1129),(1225!960),(443!1285),
52,(820!119),(1745!245),(1706!430),(1506!238),,(1488!605),(1360!688),(1490!533),(1252!1148),(1290!782),(1311!1052),,(1026!1133),(1467!1323),(1736!1277),,(142!1132),(1225!958),(439!1287),
53,(821!119),(1745!245),(1706!430),(1506!239),(1780!106),(1488!605),(1360!693),(1490!539),(1251!1148),(1290!780),(1311!1058),,(1025!1134),(1466!1323),(1736!1277),,(141!1133),(1223!962),(444!1284),
54,(820!119),(1744!247),(1747!608),(1506!240),(1706!430),(1488!605),(1358!688),(1489!544),(1251!1148),(1290!783),(1311!1058),,(1025!1134),(1467!1324),(1736!1277),,(140!1128),(1225!960),(445!1284),
55,(820!120),,(1706!431),(1506!241),(1747!609),(1488!606),(1359!689),(1489!547),(1251!1148),(1285!779),(1311!1059),,(1025!1134),(1467!1323),(1736!1278),,(140!1129),(1225!960),(446!1284),(334!1323)
56,(820!119),(1706!431),(1744!250),(1506!242),(1749!611),(1488!606),(1360!689),(1489!547),(1250!1144),(1290!781),(1312!1059),,(1025!1135),(1466!1324),(1736!1278),,(140!1130),(1225!958),(448!1284),
57,(820!120),(1706!432),(1744!251),(1506!242),(1750!608),(1488!607),(1357!690),(1490!549),(1251!1150),(1290!782),(1311!1060),,(1025!1135),(1467!1324),(1736!1278),,(141!1130),(1226!961),(450!1283),(342!1325)
58,(820!120),(1706!431),(1744!251),(1507!242),(1750!620),(1487!607),(1362!694),(1490!549),(1252!1150),(1290!782),(1312!1060),,(1025!1135),(1467!1324),(1737!1279),,(141!1131),(1226!961),(448!1284),(342!1326)
59,(821!120),(1707!432),,(1508!242),(1749!608),(1489!607),(1361!690),(1491!550),(1252!1147),(1291!782),(1312!1060),,(1026!1135),(1473!1328),(1737!1279),,(143!1131),(1225!961),(454!1282),
60,(821!119),(1707!432),(1780!118),(1509!242),(1749!623),(1489!607),(1361!693),(1492!551),(1251!1147),(1291!781),(1312!1054),,(1027!1134),(1468!1324),(1738!1279),,(143!1131),(1225!967),(453!1283),
61,(821!119),(1743!252),(1780!119),(1510!242),(1707!431),(1489!607),(1361!693),(1492!551),(1252!1147),(1292!782),(1313!1060),,(1026!1134),(1468!1324),(1739!1278),,(142!1131),(1227!961),(458!1281),
62,(822!119),(1746!253),(1781!107),(1510!242),(1707!431),(1487!601),(1360!689),(1492!551),(1251!1144),(1286!777),(1312!1054),,(1026!1134),(1467!1324),(1737!1278),,(142!1131),(1227!960),(460!1281),(336!1326)
63,(821!118),(1742!252),,(1510!241),(1707!431),(1489!606),(1358!689),(1490!551),(1252!1149),(1291!781),(1311!1059),,(1026!1133),(1468!1323),(1737!1278),,(142!1130),(1227!961),(460!1281),
64,(821!118),(1741!252),(1780!137),(1510!241),(1706!430),(1488!606),(1360!688),(1490!551),(1251!1144),(1291!781),(1310!1053),,(1026!1133),(1467!1323),(1739!1277),,(143!1130),(1226!961),(463!1279),
65,(821!118),(1706!430),,(1510!241),(1751!616),(1488!606),(1357!688),(1490!551),(1252!1148),(1291!781),(1310!1058),,(1026!1133),(1468!1323),(1739!1277),,(142!1130),(1224!966),(465!1279),
66,(820!118),(1706!430),(1738!255),(1510!241),(1753!611),(1486!600),(1357!688),(1490!551),(1251!1148),(1291!781),(1310!1058),,(1025!1133),(1467!1323),(1736!1277),,(141!1130),(1225!958),(466!1279),
67,(820!119),(1706!430),(1738!255),(1510!241),(1486!606),,(1358!688),(1490!551),(1251!1149),(1290!781),(1309!1059),,(1025!1133),(1467!1323),(1736!1277),,(142!1130),(1225!959),(467!1278),
68,(819!119),(1705!431),(1737!256),(1510!241),(1488!606),,(1357!689),(1490!551),(1251!1150),(1290!781),(1309!1058),,(1025!1134),(1466!1323),(1736!1277),,(141!1131),(1223!966),(469!1278),
69,(820!120),(1706!431),(1737!258),(1511!241),(1486!606),(1750!592),(1358!689),(1490!552),(1251!1144),(1290!782),(1309!1060),,(1025!1134),(1466!1324),(1736!1278),,(142!1135),(1225!962),(470!1278),(321!1328)
70,(820!120),(1706!429),(1737!259),(1512!241),(1486!601),(1755!592),(1357!694),(1491!552),(1251!1145),(1291!782),(1310!1059),,(1023!1130),(1469!1325),(1736!1278),,(142!1132),(1224!966),(472!1278),
71,(820!119),(1706!431),(1736!260),(1512!241),(1489!607),(1755!592),(1359!690),(1491!552),(1252!1146),(1291!782),(1311!1060),,(1026!1135),(1467!1325),(1737!1279),,(143!1132),(1226!963),(473!1278),
72,(821!120),(1707!431),(1736!261),(1513!241),(1487!607),(1756!597),(1362!693),(1493!552),(1252!1145),(1291!782),(1313!1060),,(1026!1135),(1468!1324),(1738!1278),,(143!1132),(1226!960),(475!1277),
73,(821!119),(1707!431),(1736!262),(1514!241),(1489!607),(1750!606),(1360!689),(1493!552),(1252!1144),(1291!782),(1312!1060),,(1024!1129),(1468!1325),(1737!1279),,(144!1132),(1226!960),(477!1277),
74,(821!119),(1707!431),(1738!262),(1515!240),(1489!607),(1756!597),(1360!689),(1492!552),(1252!1145),(1292!782),(1312!1060),,(1027!1135),(1469!1325),(1738!1278),,(144!1132),(1227!960),(480!1277),
75,(821!119),(1707!431),(1739!262),(1515!240),(1489!606),(1757!590),(1359!689),(1493!552),(1253!1144),(1287!777),(1311!1059),,(1027!1134),(1468!1324),(1738!1278),,(144!1132),(1224!958),(481!1275),
76,(821!119),(1707!431),(1780!128),(1515!240),(1487!600),(1739!263),(1359!689),(1494!551),(1253!1143),(1292!782),(1311!1059),,(1027!1134),(1468!1324),(1737!1278),,(144!1132),(1227!959),(483!1274),
77,(821!118),(1707!430),(1780!129),(1516!240),(1489!606),(1739!263),(1359!688),(1493!551),(1252!1144),(1292!781),(1311!1054),,(1027!1134),(1468!1324),(1738!1278),,(144!1132),(1227!959),(484!1274),
78,(820!118),(1706!430),(1780!107),(1515!240),(1488!606),(1739!264),(1361!693),(1491!550),(1252!1148),(1292!781),(1310!1054),,(1026!1133),(1467!1323),(1737!1278),,(144!1132),(1222!958),(485!1273),
79,(820!118),(1706!430),(1739!264),(1515!240),(1486!600),(1755!588),(1356!688),(1490!551),(1251!1143),(1291!781),(1309!1059),,(1026!1133),(1467!1323),(1736!1278),,(143!1132),(1226!960),(486!1272),
80,(819!118),(1705!431),(1779!121),(1515!240),(1487!606),(1755!577),(1358!688),(1490!551),(1251!1148),(1291!781),(1309!1059),,(1026!1133),(1467!1323),(1736!1277),,(143!1132),(1222!958),(484!1273),
81,(820!119),(1705!430),(1779!118),(1515!240),(1487!606),(1750!590),(1358!689),(1490!551),(1251!1148),(1290!782),(1309!1059),,(1026!1133),(1466!1324),(1736!1278),,(142!1132),(1225!958),(490!1271),
82,(819!119),,(1705!429),(1515!240),(1486!602),(1755!581),(1357!689),(1490!551),(1251!1144),(1286!777),(1309!1054),,(1026!1134),(1541!1349),(1737!1278),,(144!1137),(1225!959),(492!1271),
83,(820!120),(1739!266),(1706!431),(1515!240),(1489!610),(1755!591),(1356!694),(1490!551),(1251!1144),(1286!777),(1310!1059),,(1026!1134),(1542!1349),(1736!1278),,(144!1133),(1221!958),(494!1271),
84,(820!119),(1740!267),(1706!431),(1515!240),(1487!605),(1751!589),(1357!689),(1490!551),(1251!1150),(1291!782),(1310!1060),,(1026!1134),(1542!1349),(1736!1278),,(144!1133),(1221!959),(496!1271),
85,(820!119),(1780!107),(1706!431),(1516!240),(1486!605),(1740!266),(1359!694),(1493!552),(1252!1149),(1288!778),(1310!1060),,(1026!1135),(1468!1325),(1737!1279),,(144!1134),(1223!958),(498!1270),
86,(820!119),(1780!105),(1707!431),(1517!239),(1489!611),(1741!266),(1359!689),(1491!552),(1252!1150),(1292!783),(1310!1060),,(1027!1134),(1469!1325),(1737!1279),,(145!1137),(1226!959),(500!1269),
87,(821!119),,(1707!431),(1517!241),(1488!604),(1741!266),(1360!690),(1492!551),(1253!1149),(1293!782),(1311!1059),,(1025!1131),,(1739!1279),,(145!1134),(1227!960),(502!1268),
88,(821!119),(1781!69),(1707!431),(1517!240),(1488!604),(1741!266),(1360!689),(1494!551),(1253!1148),(1289!777),(1313!1059),,(1028!1134),(1469!1324),(1740!1278),,(145!1133),(1227!959),(500!1270),
89,(821!119),(1780!110),(1707!430),(1517!240),(1489!604),(1741!266),(1358!688),(1491!551),(1253!1148),(1289!777),(1311!1058),,(1028!1134),(1468!1324),(1738!1278),,(146!1137),(1227!959),(505!1267),
90,(821!119),(1781!68),(1707!430),(1517!239),(1489!609),(1741!266),(1359!688),(1493!551),(1252!1148),(1292!782),(1310!1058),,(1027!1133),(1469!1324),(1739!1277),,(145!1136),(1227!959),(507!1265),
91,(820!119),(1780!68),(1706!431),(1516!239),(1486!603),(1740!266),(1359!688),(1491!550),(1252!1147),(1291!782),(1310!1058),,(1027!1133),(1471!1324),(1737!1277),,(144!1132),(1226!959),(509!1264),
92,(820!119),(1780!64),(1706!431),(1516!240),(1484!608),(1740!266),(1359!693),(1491!551),(1251!1147),(1288!777),(1310!1053),,(1026!1133),(1467!1323),(1737!1277),,(144!1132),(1222!961),(506!1266),
93,(819!119),,(1706!431),(1516!239),(1488!608),(1740!266),(1357!688),(1490!550),(1251!1147),(1287!777),(1318!1053),,(1026!1133),(1467!1323),(1736!1277),,(144!1133),(1226!959),(508!1266),
94,(820!119),(1753!586),(1706!429),(1515!239),(1485!603),(1739!266),(1357!688),(1490!551),(1251!1148),(1287!777),(1310!1054),,(1023!1129),(1467!1323),(1736!1277),,(143!1133),(1226!959),(513!1264),
95,(819!120),(1751!586),(1706!430),(1515!240),(1485!603),(1739!266),(1356!689),(1490!551),(1250!1146),(1292!783),(1309!1059),,(1026!1133),(1467!1324),(1736!1278),(27!918),(143!1133),(1226!959),(514!1263),
96,(819!119),(1752!580),(1705!431),(1515!240),(1483!609),(1739!266),(1358!689),(1490!552),(1250!1148),(1292!783),(1310!1059),,(1026!1134),(1467!1324),(1736!1278),,(143!1134),(1226!957),(515!1263),
97,(820!120),(1748!575),(1706!431),(1516!240),(1486!610),(1740!266),(1356!689),(1491!555),(1251!1149),(1292!783),(1317!1053),,(1023!1129),(1467!1324),(1738!1278),,(144!1137),(1226!959),(516!1263),
98,(820!119),(1747!574),(1706!431),(1517!240),(1486!603),(1780!113),(1358!689),(1491!551),(1252!1149),(1293!783),(1318!1054),,(1027!1133),(1467!1324),(1739!1278),,(144!1134),(1226!961),(515!1264),
99,(821!120),(1749!572),(1707!431),(1518!240),(1488!608),(1741!266),(1360!689),(1491!551),(1252!1149),(1293!783),(1318!1059),,(1024!1130),(1468!1325),(1738!1278),,(144!1134),(1227!961),(518!1264),
100,(821!119),(1749!571),(1707!429),(1519!239),(1489!607),(1741!266),(1358!689),(1492!550),(1252!1149),(1294!783),(1318!1054),,(1028!1134),(1468!1324),(1738!1278),,(144!1133),(1227!960),(519!1263),
101,(821!120),,(1707!431),(1519!239),(1488!607),(1780!108),(1359!689),(1492!550),(1252!1148),(1289!778),(1318!1059),,(1028!1133),(1542!1349),(1739!1278),,(145!1133),(1227!960),(524!1260),
102,(821!119),(1752!569),(1707!430),(1518!239),(1485!600),(1780!108),(1358!689),(1492!550),(1252!1148),(1289!778),(1312!1053),,(1028!1133),(1543!1349),(1742!1277),,(146!1136),(1227!959),(522!1260),
103,(821!119),(1751!567),(1707!430),(1518!239),(1488!605),(1780!124),(1359!689),(1492!549),(1252!1148),(1289!777),(1314!1052),,(1028!1133),(1468!1323),(1742!1277),,(145!1136),(1227!958),(527!1258),
104,(821!119),(1751!567),(1707!430),(1518!239),(1484!598),,(1359!688),(1491!550),(1252!1148),(1293!782),(1312!1058),,(1027!1133),(1542!1349),(1742!1277),,(145!1136),(1227!959),(528!1258),(408!1327)
105,(821!119),(1751!575),(1706!430),(1513!242),(1483!598),(1740!265),(1357!688),(1491!550),(1251!1146),(1288!777),(1312!1052),,(1024!1130),(1495!1348),(1740!1277),,(145!1136),(1226!958),(529!1257),
106,(820!118),(1744!265),(1706!430),(1517!238),(1485!603),(1780!104),(1359!688),(1491!549),(1251!1147),(1292!782),(1312!1051),,(1026!1133),(1467!1323),(1742!1278),,(143!1132),(1226!959),(529!1256),(360!1326)
107,(819!119),(1750!569),(1705!431),(1516!239),(1480!598),(1739!265),(1358!688),(1490!549),(1250!1148),(1292!782),(1311!1057),,(1023!1129),(1467!1323),(1741!1277),,(144!1137),(1225!958),(530!1256),
108,(819!119),(1750!569),(1705!431),(1516!239),(1479!598),(1739!265),(1358!689),(1490!550),(1250!1148),(1292!783),(1311!1051),,(1026!1133),(1467!1324),(1736!1277),,(144!1136),(1225!958),(532!1255),
109,(819!119),(1750!572),(1705!431),(1516!240),(1479!599),(1739!265),(1358!689),(1490!550),(1250!1148),(1292!783),(1311!1051),,(1026!1134),(1467!1324),(1736!1277),,(144!1137),(1226!960),(533!1255),
110,(819!119),(1750!566),(1706!431),(1517!240),(1483!605),(1739!265),(1358!689),(1491!550),(1250!1148),(1292!783),(1312!1051),,(1026!1133),(1467!1324),(1737!1277),,(144!1137),(1226!959),(531!1257),
111,(820!119),(1751!562),(1706!431),(1518!240),(1478!598),(1739!265),(1360!690),(1491!554),(1251!1148),(1293!783),(1310!1051),,(1026!1134),(1468!1325),(1738!1278),,(145!1137),(1226!959),(537!1255),
112,(820!120),,(1706!431),(1519!239),(1478!598),,(1361!690),(1491!550),(1251!1149),(1289!778),(1311!1050),,(1027!1134),(1499!1349),(1738!1278),,(145!1137),(1226!958),(535!1256),
113,(820!119),,(1707!431),(1519!239),(1483!604),(1739!265),(1360!689),(1491!549),(1252!1148),(1289!778),(1312!1049),,(1027!1134),(1478!1348),(1741!1277),,(146!1137),(1227!959),(541!1254),
114,(821!119),(1781!108),(1707!431),(1519!239),(1477!598),(1739!265),(1358!689),(1491!549),(1252!1148),(1294!783),(1312!1048),,(1028!1134),(1468!1324),(1739!1278),,(146!1137),(1227!959),(543!1254),
115,(820!119),(1781!112),(1707!430),(1519!239),(1477!597),(1741!265),(1363!693),(1492!549),(1252!1149),(1292!782),(1311!1047),,(1028!1133),(1468!1323),(1738!1277),,(146!1136),(1227!959),(545!1252),
116,(821!119),(1740!265),(1707!430),(1519!239),(1475!597),,(1361!693),(1492!549),(1252!1149),(1292!782),(1311!1045),,(1025!1129),(1553!1349),(1738!1277),,(146!1137),(1227!959),(543!1253),
117,(820!119),(1740!264),(1707!430),(1519!239),(1480!602),(1780!106),(1358!689),(1492!549),(1252!1148),(1289!778),(1311!1044),,(1025!1129),(1468!1323),(1739!1277),,(146!1137),(1227!959),(549!1251),
118,(820!119),(1740!264),(1706!431),(1518!239),(1472!596),(1780!116),(1359!689),(1491!549),(1250!1148),(1289!778),(1309!1049),,(1027!1133),(1469!1323),(1737!1277),,(146!1137),(1222!961),(550!1251),
119,(820!119),,(1706!430),(1518!239),(1472!597),(1740!264),(1359!689),(1491!548),(1250!1149),(1293!782),(1308!1049),,(1026!1133),(1542!1349),(1737!1277),,(146!1137),(1226!959),(552!1250),
120,(820!119),(1753!554),(1706!431),(1518!239),(1471!597),(1739!264),(1358!689),(1491!549),(1249!1149),(1293!783),(1307!1041),,(1026!1133),(1467!1324),(1737!1277),,(145!1137),(1226!958),(553!1250),
121,(820!119),(1753!557),(1706!430),(1518!239),(1470!597),(1739!264),(1358!689),(1490!549),(1249!1149),(1293!783),(1307!1039),,(1026!1133),(1467!1324),(1737!1277),,(144!1133),(1226!960),(551!1251),
122,(819!119),(1753!549),(1705!431),(1518!239),(1469!597),,(1358!689),(1491!549),(1249!1149),(1292!783),(1307!1037),,(1026!1133),(1467!1324),(1739!1277),,(144!1133),(1225!958),(557!1249),
123,(820!119),(1739!265),(1705!431),(1518!240),(1468!597),(1780!104),(1358!689),(1491!549),(1249!1149),(1293!783),(1305!1035),,(1023!1131),(1467!1324),(1740!1278),,(144!1134),(1226!958),(559!1248),(391!1346)
124,(820!119),(1738!265),(1705!431),(1519!240),(1467!598),,(1359!689),(1491!549),(1250!1149),(1293!783),(1310!1041),,(1026!1133),(1468!1324),(1743!1279),,(144!1137),(1226!960),(557!1249),
125,(820!119),(1738!265),(1706!431),(1519!239),(1467!598),(1780!110),(1361!689),(1491!549),(1246!1144),(1293!783),(1310!1039),,(1026!1134),(1470!1324),(1743!1278),,(145!1137),(1226!960),(563!1247),(382!1346)
126,(820!119),(1753!545),(1706!431),(1520!240),(1473!603),(1739!265),(1359!689),(1492!549),(1250!1149),(1294!783),(1310!1038),,(1024!1130),(1468!1324),(1743!1278),,(146!1137),(1226!960),(565!1247),
127,(821!119),(1753!565),(1707!431),(1520!239),(1466!600),,(1359!689),(1492!549),(1248!1143),(1290!778),(1310!1036),,(1028!1133),(1468!1324),(1744!1278),,(146!1137),(1224!959),(567!1247),
128,(821!119),(1739!264),(1707!431),(1521!239),(1472!602),(1780!106),(1357!693),(1492!548),(1252!1149),(1293!783),(1301!1033),,(1025!1129),(1468!1324),(1743!1278),,(146!1137),(1223!958),(568!1247),(392!1345)
129,(821!119),(1758!538),(1707!430),(1521!239),(1471!603),(1781!105),(1358!693),(1492!548),(1251!1148),(1291!778),(1301!1025),,(1025!1129),(1468!1324),(1741!1277),,(147!1137),(1227!959),(565!1248),(384!1345)
130,(820!119),(1752!552),(1707!431),(1520!239),(1463!598),(1741!265),(1360!689),(1492!548),(1251!1149),(1290!778),(1300!1024),,(1027!1133),(1468!1324),(1741!1277),(145!1134),(28!903),(1227!960),(566!1248),
