frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_49,ID_51
471,"(1330,403)","(600,352)","(734,363)",,"(1120,166)","(1177,255)",,,,"(1199,837)",,,"(1142,313)","(1091,629)",,"(700,518)","(692,207)","(809,365)",,,,,,"(989,880)",,,,,,,,,,,,,,,,,,,,,,,,,,
472,"(1332,407)","(598,349)","(732,364)",,"(1120,166)","(1172,261)",,,,"(1198,837)",,,"(1142,314)","(1092,635)",,"(700,516)","(701,202)","(808,367)",,,,,,"(989,881)",,,,,,,,,,,,,,,,,,,,,,,,,,
473,"(1332,411)","(598,346)","(726,370)",,"(1118,167)","(1172,255)","(1056,130)",,,"(1198,838)",,,"(1142,314)","(1092,639)",,"(702,515)","(705,202)","(802,375)",,,,,,"(989,880)",,,,,,,,,,,,,,,,,,,,,,,,,,
474,"(1333,417)","(598,344)","(724,372)",,"(1113,167)","(1169,249)",,,,"(1198,838)",,,"(1142,313)","(1091,644)",,"(701,510)","(710,199)",,,,,,,"(989,881)",,,,,,,,,,,,,,,,,,,,,,,,,,
475,"(1336,422)","(598,341)","(719,376)",,"(1109,167)","(1167,244)",,,,"(1197,838)",,,"(1142,313)","(1091,649)",,"(700,509)","(717,197)",,,,,,,"(988,882)",,,,,,,,,,,,,,,,,,,,,,,,,,
476,"(1336,428)","(599,339)","(718,377)",,"(1104,167)","(1165,239)",,,,"(1197,838)",,,"(1140,313)","(1090,654)",,"(699,506)","(726,194)",,,,,,,"(989,880)","(781,585)",,,,,,,,,,,,,,,,,,,,,,,,,
477,"(1336,433)","(599,336)","(720,374)",,"(1100,165)","(1162,234)",,,,"(1197,838)",,"(1097,354)","(1142,314)","(1089,660)",,"(699,508)","(731,195)",,,,,,,"(988,882)","(780,587)",,,,,,,,,,,,,,,,,,,,,,,,,
478,"(1339,437)","(599,333)","(718,377)",,"(1093,163)","(1160,226)",,,,"(1197,838)",,"(1108,344)","(1141,313)","(1090,666)",,"(699,504)","(740,193)",,,,,,,"(989,880)","(780,587)",,,,,,,,,,,,,,,,,,,,,,,,,
479,"(1340,443)","(597,332)","(720,375)",,"(1089,161)","(1161,224)",,,,"(1197,838)",,"(1108,343)","(1142,313)","(1089,672)",,"(700,503)","(742,192)",,,,,,,"(989,881)","(780,586)",,,,,,,,,,,,,,,,,,,,,,,,,
480,"(1340,447)","(597,332)","(718,378)",,"(1083,158)","(1159,217)",,,,"(1197,838)",,"(1111,340)","(1140,313)","(1088,680)",,"(699,496)","(753,191)",,,,,,,"(989,880)","(780,587)",,,,,,,,,,,,,,,,,,,,,,,,,
481,"(1342,453)","(595,332)","(717,378)",,"(1078,156)","(1160,211)",,,,"(1197,838)",,"(1112,338)","(1142,313)","(1090,683)",,"(699,494)","(758,190)",,,,,,,"(989,880)","(780,586)",,,,,,,,,,,,,,,,,,,,,,,,,
482,"(1342,459)","(595,331)","(714,381)",,"(1073,153)","(1160,206)",,,,"(1197,839)",,"(1112,336)","(1141,313)","(1088,690)",,"(703,488)","(768,188)",,,,,,,"(989,880)","(780,587)",,,,,,,,,,,,,,,,,,,,,,,,,
483,"(1343,465)","(595,330)","(711,385)",,"(1067,152)","(1159,201)",,,,"(1197,839)",,"(1111,335)","(1142,315)","(1090,694)",,"(705,485)","(775,187)",,,,,,,"(989,880)","(780,586)",,,,,,,,,,,,,,,,,,,,,,,,,
484,"(1344,469)","(593,329)","(709,388)",,"(1061,149)","(1161,196)",,,,"(1197,838)",,"(1112,334)","(1142,317)","(1089,701)",,"(706,482)","(779,184)",,,,,,"(1139,309)","(989,880)","(783,585)",,,,,,,,,,,,,,,,,,,,,,,,,
485,"(1346,476)","(593,328)","(707,390)",,"(1056,145)","(1163,193)",,,,"(1197,839)",,"(1114,330)","(1141,317)","(1089,708)",,"(709,477)","(787,179)",,,,,,"(1139,307)","(989,880)","(785,585)",,,,,,,,,,,,,,,,,,,,,,,,,
486,"(1345,481)","(591,327)","(704,393)",,"(1049,142)","(1165,189)",,,,"(1197,839)",,"(1113,327)","(1142,316)","(1091,712)",,"(709,472)","(790,174)",,,,,,"(1139,309)","(989,880)","(787,585)",,,,,,,,,,,,,,,,,,,,,,,,,
487,,"(591,326)","(702,396)",,"(1046,140)","(1169,188)",,,,"(1197,840)",,"(1113,323)","(1141,316)","(1090,718)",,"(710,469)","(791,167)",,,,,,"(1139,308)","(988,882)","(811,588)",,,,,,,,,,,,,,,,,,,,,,,,,
488,,"(591,323)","(699,398)",,"(1042,137)","(1170,187)",,,,,,"(1112,317)","(1141,316)","(1091,724)",,"(711,465)","(792,161)",,,,"(594,331)",,"(1139,308)","(989,880)",,,,,,,,,,,,,,,,,,,,,,,,,,
489,,"(592,323)","(697,400)",,"(1038,135)","(1173,186)",,,,"(1197,840)",,"(1113,316)","(1141,312)","(1092,731)",,"(710,465)","(792,156)",,,,,,"(1128,388)","(989,880)",,,,,,,,,,,,,,,,,,,,,,,,,,
490,,"(592,321)","(696,403)",,"(1032,132)",,,,,,,"(1114,312)","(1140,312)","(1091,735)",,"(711,464)","(791,151)",,,,,,"(1126,390)","(989,880)",,,,,,,,,,,,,,,,,,,,,,,,,,
491,,"(593,320)","(694,406)",,"(1030,132)",,,,,,,"(1117,307)","(1139,312)","(1091,738)",,"(712,464)","(791,148)",,,,,,"(1124,390)","(989,880)",,,,,,,,,,,,,,,,,,,,,,,,,,
492,,"(593,314)","(691,409)",,"(1023,132)",,,,,,"(1140,316)","(1117,306)","(1138,309)","(1091,739)",,"(709,462)","(790,147)",,,"(1154,703)",,,"(1124,391)","(989,880)",,,,,,,,,,,,,,,,,,,,,,,,,,
493,,"(593,310)","(691,412)",,"(1018,130)","(1173,189)",,,,,,"(1124,391)","(1122,302)","(1091,741)",,"(708,455)","(788,144)",,,,,,,"(989,880)",,,,,,,,,,,,,,,,,,,,,,,,,,
494,,"(594,308)","(690,416)",,"(1012,128)","(1178,191)",,"(1349,524)",,,"(1139,310)","(1124,392)","(1122,302)","(1091,745)",,"(708,453)","(790,145)",,,,,,,"(989,880)",,,,,,,,,,,,,,,,,,,,,,,,,,
495,,"(596,300)","(689,419)",,"(1010,128)","(1179,191)","(1000,126)",,,,"(1139,307)","(1122,392)","(1124,301)","(1091,744)",,"(707,448)","(786,132)",,,,,,"(1140,317)","(979,886)",,,,,,,,,,,,,,,,,,,,,,,,,,
496,,"(594,303)","(690,421)",,"(997,125)","(1181,193)",,,,,"(1140,313)","(1121,391)","(1125,299)","(1091,744)",,"(706,445)","(784,132)",,,,,,,"(987,880)",,,,,,,,,,,,,,,,,,,,,,,,,,
497,,,"(690,422)",,"(992,126)","(1189,199)",,,,,"(1139,311)","(1121,391)","(1128,295)","(1091,744)",,"(707,445)","(784,133)",,,"(1172,600)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,,"(691,422)",,"(988,127)","(1193,202)",,,,,"(1139,308)","(1121,391)","(1127,296)","(1092,746)",,"(708,445)",,,,"(1170,602)",,,,"(986,876)",,"(721,870)",,,,,,,,,,,,,,,,,,,,,,,,
499,,,"(690,422)",,"(981,129)","(1198,204)",,,,,"(1139,308)","(1121,391)","(1130,292)","(1091,744)",,"(708,445)",,,,"(1170,601)",,,,"(987,875)",,,,,,,,,,,,,,,,,,,,,,,,,,
500,,,"(690,422)",,"(975,133)","(1203,208)",,,,,"(1140,309)","(1121,391)","(1133,288)","(1091,746)",,"(709,445)","(788,144)",,,"(1169,600)",,,,"(988,872)",,"(721,867)",,,,,,,,,,,,,,,,,,,,,,,,
501,,,"(690,422)",,"(970,132)","(1207,211)",,,,,"(1140,313)","(1121,391)","(1137,285)","(1091,744)",,"(709,445)",,,,"(1170,599)",,,,"(987,869)",,"(720,865)",,,,,,,,,,,,,,,,,,,,,,,,
502,,,"(690,422)",,"(962,133)","(1211,213)",,,,,"(1139,308)","(1121,390)","(1142,282)","(1091,744)",,"(709,445)",,,,"(1169,598)",,,,"(986,866)",,"(718,863)",,,,,,,,,,,,,,,,,,,,,,,,
503,,,"(690,422)",,"(955,135)","(1216,217)",,,,,"(1139,308)","(1120,390)","(1147,282)","(1090,746)",,"(709,445)",,,,"(1173,595)",,,,"(986,864)",,"(722,855)",,,,,,,,,,,,,,,,,,,,,,,,
504,,,"(690,422)",,"(950,136)",,,,,,"(1140,309)","(1119,389)","(1154,280)","(1092,745)",,"(708,444)",,,,"(1171,594)",,,,"(985,858)",,"(720,851)",,,,,,,,,,,,,,,,,,,,,,,,
505,,,"(691,423)",,"(944,136)","(1223,226)",,,,,"(1140,310)","(1119,389)","(1157,279)","(1090,747)",,"(709,445)",,,,"(1174,591)",,,,"(985,853)",,"(720,847)",,,,,,,,,,,,,,,,,,,,,,,,
506,,,"(690,426)",,"(937,136)","(1226,229)",,,,,"(1139,309)","(1119,388)","(1163,278)","(1091,745)",,"(709,445)",,,,"(1174,589)",,,,"(984,849)",,"(719,839)",,,,,,,,,,,,,,,,,,,,,,,,
507,,,"(689,429)",,"(932,140)","(1229,231)",,,,,"(1139,310)","(1118,388)","(1171,277)","(1091,744)",,"(709,444)",,,,"(1175,586)",,,,"(982,845)",,"(718,833)",,,,,,,,,,,,,,,,,,,,,,,,
508,,,,,"(929,139)",,,,,,"(1140,310)","(1118,387)","(1170,277)","(1091,745)",,"(688,434)",,,,"(1175,584)",,,,"(981,840)",,"(718,829)",,,,,,,,,,,,,,,,,,,,,,,,
509,,,"(664,362)",,"(922,141)","(1236,237)",,,,,"(1139,309)","(1118,388)","(1175,278)","(1091,744)",,"(687,436)","(808,134)",,,"(1177,581)",,,,"(982,836)",,"(715,823)",,,,,,,,,,,,,,,,,,,,,,,,
510,,,,,"(914,142)","(1237,240)",,,,,,"(1118,387)","(1177,278)","(1091,745)",,"(687,436)",,,,"(1180,579)",,,,"(981,832)",,"(712,819)",,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,"(911,141)","(1235,241)",,,,,"(1240,248)","(1117,387)","(1179,278)","(1091,745)",,"(687,436)",,,,"(1179,578)",,,,"(981,828)",,"(708,815)",,,,,,,,,,,,,,,,,,,,,,,,
512,,,,,"(906,138)","(1240,254)",,,,,,"(1117,387)","(1181,277)","(1092,746)",,"(687,436)",,,,"(1180,575)",,,,"(982,823)",,"(704,810)",,,,,,,,,,,,,,,,,,,,,,,,
513,,,,,"(903,137)","(1243,260)",,,,,,"(1117,387)","(1181,274)","(1093,747)",,"(687,436)",,,,"(1183,573)",,,,"(981,818)",,"(701,805)",,,,,,,,,,,,,,,,,,,,,,,,
514,,,,,"(901,136)","(1241,264)",,,,,,"(1117,387)","(1181,273)","(1093,749)",,"(687,436)",,,,"(1184,571)",,,,"(981,812)",,"(698,799)",,,,,,,,,,,,,,,,,,,,,,,,
515,,,,,"(900,135)","(1244,270)",,,,,,"(1117,387)","(1181,272)","(1094,750)",,"(687,436)",,,,"(1185,568)",,,,"(981,808)",,"(695,793)",,,,,,,,,,,,,,,,,,,,,,,,
516,,,,,"(901,135)","(1245,280)",,,,,,"(1117,387)","(1180,271)","(1093,752)",,"(687,436)",,,,"(1189,562)",,,,"(981,804)",,"(692,789)",,,,,,,,,,,,,,,,,,,,,,,,
517,,,,,"(901,135)","(1244,286)",,,,,,"(1117,387)","(1181,272)","(1093,756)",,"(687,439)","(839,125)",,,"(1187,562)",,,,"(979,802)",,"(688,783)",,,,,,,,,,,,,,,,,,,,,,,,
518,,,,,"(900,135)","(1244,292)",,,,,,"(1117,387)","(1181,272)","(1094,755)",,"(686,445)",,,,"(1188,559)",,,,"(978,803)",,"(686,777)",,,,,,,,,,,,,,,,,,,,,,,,
519,,,,,"(899,135)","(1243,303)",,,,,,"(1117,387)","(1181,272)","(1095,757)",,"(686,446)","(846,124)",,,"(1184,554)",,,,"(979,802)",,"(682,768)",,,,,,,,,,,,,,,,,,,,,,,,
520,,,,,"(894,134)","(1245,311)",,,,,,"(1117,387)","(1181,272)","(1095,759)",,"(686,449)","(850,128)",,,"(1183,553)",,,,"(979,802)",,"(680,764)",,,,,,,,,,,,,,,,,,,,,,,,
521,,,,,"(891,133)","(1245,318)",,,,,,"(1117,387)","(1181,272)","(1095,760)",,"(685,453)","(854,132)",,,"(1182,548)",,,,"(979,801)",,"(676,755)",,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,"(887,130)","(1246,323)",,,,,,"(1117,387)","(1181,272)","(1094,759)",,"(684,457)","(855,133)",,,"(1181,547)",,,,"(979,802)",,"(674,751)",,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,"(883,129)","(1246,331)",,,,,,"(1117,387)","(1180,272)","(1094,760)",,"(681,460)","(858,138)",,,"(1180,546)",,,,"(979,802)",,"(670,745)",,,,,,,,,,,,,,,,,,,,,,,,
524,,,,,"(883,130)","(1249,343)",,,,,,"(1117,387)","(1180,272)","(1094,762)",,"(678,463)","(860,141)",,,"(1178,545)",,,,"(979,802)",,"(670,744)",,"(1109,892)",,,,,,,,,,,,,,,,,,,,,,
525,,,,,"(883,128)","(1251,349)",,,,,,"(1118,387)","(1179,273)","(1094,761)",,"(676,466)","(863,145)",,,"(1178,543)",,,,"(978,801)",,"(664,737)",,"(1109,893)",,,,,,,,,,,,,,,,,,,,,,
526,,,,,"(883,126)","(1256,361)",,,,,,"(1117,387)","(1180,273)","(1094,760)",,"(674,468)","(866,153)",,,"(1179,539)",,,,"(977,798)",,"(660,729)",,"(1110,893)",,,,,,,,,,,,,,,,,,,,,,
527,,,,,"(881,123)","(1261,365)",,,,,,"(1118,387)","(1181,273)","(1094,763)",,"(670,471)","(867,157)",,,"(1178,536)",,,,"(974,794)",,"(659,725)",,"(1109,892)",,,,,,,,,,,,,,,,,,,,,,
528,,,,,"(880,121)","(1264,371)",,,,,,"(1117,387)","(1180,272)","(1095,763)",,"(669,474)","(868,163)",,,"(1177,532)",,,,"(973,790)",,"(657,719)",,"(1109,893)","(518,571)",,,,,,,,,,,,,,,,,,,,,
529,,,,,"(879,120)","(1267,374)",,,,,,"(1117,387)","(1180,273)","(1095,770)",,"(666,477)","(870,170)",,,"(1177,529)",,,,"(971,786)",,"(656,717)",,"(1109,893)",,,,,,,,,,,,,,,,,,,,,,
530,,,,,"(880,119)","(1275,382)",,,,,,"(1117,387)","(1180,272)","(1095,772)",,"(662,480)","(874,179)",,,"(1177,524)",,,,"(968,781)",,"(654,710)",,"(1110,893)",,,,,,,,,,,,,,,,,,,,,,
531,,,,,"(878,120)","(1280,388)",,,,,,"(1117,387)","(1178,273)","(1096,773)",,"(659,481)","(874,182)",,,"(1177,519)",,,,"(965,777)",,"(648,704)",,"(1109,893)","(517,558)",,,,,,,,,,,,,,,,,,,,,
532,,,,,"(880,120)","(1287,392)",,,,,,"(1117,387)","(1180,272)","(1096,771)",,"(653,484)","(880,192)",,,"(1177,512)",,,,"(963,773)",,"(645,702)",,"(1109,893)",,,,,,,,,,,,,,,,,,,,,,
533,,,,,"(878,120)","(1290,398)",,,,,,"(1117,387)","(1177,273)","(1096,772)",,"(649,482)","(884,198)",,,"(1176,507)",,,,"(960,769)",,"(639,699)",,"(1109,893)",,,,,,,,,,,,,,,,,,,,,,
534,,,,,"(878,118)","(1296,403)",,,,,,"(1117,387)","(1178,274)","(1096,774)",,"(645,482)","(893,204)",,,"(1178,500)",,,,"(959,767)",,"(634,695)",,"(1109,893)",,,,,,,,,,,,,,,,,,,,,,
535,,,,,"(878,118)","(1301,408)",,,,,,"(1117,387)","(1177,273)","(1096,776)",,"(638,485)","(895,205)",,,"(1180,494)",,,,"(959,767)",,"(630,693)",,"(1109,893)","(516,548)",,,,,,,,,,,,,,,,,,,,,
536,,,,,"(879,119)","(1308,412)",,,,,,"(1117,387)","(1177,274)","(1096,774)",,"(639,485)","(900,210)",,,"(1180,490)",,,,"(959,767)",,"(626,690)",,"(1109,893)","(516,543)",,,,,,,,,,,,,,,,,,,,,
537,,,,,"(876,118)","(1314,412)",,,,,,"(1117,387)","(1179,273)","(1095,777)",,"(636,486)","(909,213)",,,"(1182,485)",,,,"(959,767)",,"(620,686)",,"(1109,893)","(515,540)",,,,,,,,,,,,,,,,,,,,,
538,,,,,"(875,118)","(1319,412)",,,,,,"(1117,387)","(1177,273)","(1096,774)",,"(635,487)","(913,216)",,,"(1183,481)",,,,"(959,767)",,"(616,683)",,"(1108,894)","(515,536)",,,,,,,,,,,,,,,,,,,,,
539,,,,,"(874,118)","(1322,412)",,,,,,"(1117,387)","(1179,273)","(1097,774)",,"(634,487)","(921,218)",,,"(1186,475)",,,,"(959,767)",,"(610,680)",,"(1110,894)","(515,531)",,,,,,,,,,,,,,,,,,,,,
540,,,,,"(872,119)","(1327,416)",,,,,,"(1117,387)","(1178,274)","(1096,774)",,"(634,488)","(930,218)",,,"(1189,470)",,,,"(959,767)",,"(605,678)",,"(1109,894)","(515,527)",,,,,,,,,,,,,,,,,,,,,
541,,,,,"(871,119)","(1327,420)",,,,,,"(1117,387)","(1179,273)","(1096,774)",,"(634,488)","(937,220)",,,"(1191,466)",,,,"(959,767)",,"(598,673)",,"(1109,894)",,,,,,,,,,,,,,,,,,,,,,
542,,,,,"(870,119)","(1330,425)",,,,,,"(1117,387)","(1179,273)","(1096,774)",,"(634,488)","(943,219)",,,"(1196,462)",,,,"(959,768)",,"(594,672)",,"(1109,894)",,,,,,,,,,,,,,,,,,,,,,
543,,,,,"(870,119)","(1332,432)",,,,,,"(1116,387)","(1178,275)","(1097,775)",,"(633,488)","(950,220)",,,"(1197,459)",,,,"(959,767)",,"(590,669)",,"(1107,894)",,,,,,,,,,,,,,,,,,,,,,
544,,,,,"(870,121)","(1332,434)",,,,,,"(1116,388)","(1177,274)","(1097,774)",,"(627,491)","(959,222)",,,"(1200,453)",,,,"(959,767)",,"(583,664)",,"(1109,893)","(515,513)",,,,,,,,,,,,,,,,,,,,,
545,,,,,"(870,123)","(1335,436)",,,,,,"(1116,388)","(1180,272)","(1096,774)",,"(624,495)","(966,221)",,,"(1203,449)",,,,"(959,767)",,"(576,660)",,"(1110,894)",,,,,,,,,,,,,,,,,,,,,,
546,,,,,"(868,128)","(1336,437)",,,,,,"(1116,387)","(1181,271)","(1095,777)",,"(620,497)","(971,222)",,,"(1207,443)",,,,"(959,767)",,"(572,656)",,,,,,,,,,,,,,,,,,,,,,,,
547,,,,,"(865,131)","(1336,438)",,,,,,"(1115,387)","(1181,271)","(1095,778)",,"(615,499)","(979,220)",,,"(1209,440)",,,,"(959,767)",,"(571,655)",,"(1109,894)",,"(943,929)",,,,,,,,,,,,,,,,,,,,
548,,,,,"(862,134)","(1334,435)",,,,,,"(1114,387)","(1181,271)","(1096,774)",,"(613,500)","(988,218)",,,"(1212,437)",,,,"(959,767)",,"(566,651)",,"(1110,892)","(515,496)",,,,,,,,,,,,,,,,,,,,,
549,,,,,"(858,135)","(1334,433)",,,,,,"(1114,386)","(1182,270)","(1096,774)",,"(609,502)","(993,218)",,,"(1217,433)",,,,"(959,767)",,"(558,646)",,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,"(853,140)","(1333,431)",,,,,,"(1114,386)","(1182,270)","(1096,776)",,"(608,501)","(999,216)",,,"(1222,430)",,,,"(959,767)",,"(551,641)",,"(1111,892)",,"(942,924)",,,,,,,,,,,,,,,,,,,,
551,,,,,"(849,142)","(1328,432)",,,,,,"(1113,386)","(1182,270)","(1096,774)",,"(602,505)","(1007,215)",,,"(1227,426)",,,,"(959,767)",,"(547,637)",,,,"(940,923)",,,,,,,,,,,,,,,,,,,,
552,,,,,"(843,143)","(1326,430)",,,,,,"(1114,386)","(1182,270)","(1096,774)",,"(597,507)","(1015,214)",,,"(1230,423)",,,,"(959,767)",,"(546,637)",,,"(517,480)",,,,,,,,,,,,,,,,,,,,,
553,,,,,"(837,145)","(1326,431)",,,,,,"(1114,386)","(1182,270)","(1095,775)",,"(593,510)","(1021,212)",,,"(1234,419)",,,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
554,,,,,"(832,145)","(1327,439)",,,,,,"(1118,388)","(1182,271)","(1095,776)",,"(589,513)","(1026,210)",,"(1110,383)","(1236,414)",,,,"(959,767)",,,,,"(518,479)",,,,,,,,,,,,,,,,,,,,,
555,,,,,"(828,146)","(1326,444)",,,,,,"(1118,388)","(1182,270)","(1095,776)",,"(585,515)","(1033,208)",,"(1109,383)","(1239,410)",,,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
556,,,,,"(820,147)","(1323,451)",,,,,,"(1117,389)","(1182,270)","(1095,776)",,"(585,516)","(1040,206)",,"(1110,383)","(1237,404)",,,,"(959,767)",,,,,"(518,480)",,,,,,,,,,,,,,,,,,,,,
557,,,,,"(818,146)","(1318,454)",,,,,,"(1117,389)","(1181,270)","(1097,776)",,"(579,520)","(1047,204)",,"(1110,383)","(1238,397)",,,,"(959,768)",,,,,"(518,479)",,,,,,,,,,,,,,,,,,,,,
558,,,,,"(812,146)","(1308,463)",,,,,,"(1114,387)","(1181,270)","(1097,776)",,"(578,521)","(1052,201)",,,"(1238,392)",,,,"(959,767)",,,,,"(518,479)",,,,,,,,,,,,,,,,,,,,,
559,,,,,"(808,144)","(1306,466)",,,,,,"(1114,387)","(1181,270)","(1096,776)",,"(571,525)","(1059,200)",,,"(1236,387)",,,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
560,,,,,"(807,145)","(1302,466)",,,,,,"(1114,387)","(1182,270)","(1097,776)",,"(565,528)","(1066,197)",,,"(1236,380)",,,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
561,,,,,"(804,144)","(1294,471)",,,,,,"(1115,387)","(1182,270)","(1096,776)",,"(561,529)","(1071,193)",,,"(1235,375)",,,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
562,,,,,"(801,144)","(1288,471)",,,,,,"(1114,387)","(1182,270)","(1096,776)",,"(557,530)","(1076,191)",,,"(1236,368)",,,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
563,,,,,"(797,144)","(1279,474)",,,,,,"(1112,385)","(1182,270)","(1096,774)",,"(553,530)","(1081,189)",,,"(1234,360)",,,,"(959,767)",,,,,"(518,466)",,,,,,,,,,,,,,,,,,,,,
564,,,,,"(794,143)","(1270,477)",,,,,,"(1114,387)","(1182,269)","(1096,776)",,"(550,530)","(1087,183)",,,"(1234,351)",,,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
565,,,,,"(794,142)","(1262,474)",,,,,,"(1112,386)","(1182,270)","(1096,776)",,"(549,529)","(1093,182)",,,"(1235,345)",,,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
566,,,,,"(792,140)","(1254,473)",,,,,,"(1111,384)","(1182,270)","(1096,776)",,"(548,529)","(1100,179)",,,"(1234,338)","(585,393)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
567,,,,,"(790,140)","(1248,471)",,,,,,"(1111,384)","(1181,270)","(1096,777)",,"(548,530)","(1104,175)",,,"(1235,331)","(577,418)",,,"(959,767)",,,,,,"(943,924)",,,,,,,,,,,,,,,,,,,,
568,,,,,"(787,141)","(1241,471)",,,,,,"(1112,383)","(1181,270)","(1095,776)",,"(548,529)","(1108,170)",,,"(1235,324)","(583,442)",,,"(959,767)",,,,,,"(942,924)",,,,,,,,,,,,,,,,,,,,
569,,,,,,"(1235,472)",,,,,,"(1111,384)","(1181,270)","(1095,774)",,"(548,530)","(1112,165)",,,"(1236,320)","(581,439)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,"(1225,473)",,,,,,"(1112,383)","(1181,270)","(1096,777)",,"(548,530)","(1114,160)",,,"(1236,313)","(578,435)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,,,"(1220,475)",,,,,,,"(1181,270)","(1095,776)",,"(548,531)","(1118,158)",,,"(1237,306)","(578,435)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
572,,,,,,"(1209,476)",,,,,,"(1112,384)","(1181,270)","(1095,776)",,"(548,533)","(1121,160)",,,"(1239,301)","(577,435)",,,"(959,767)",,,,,,"(942,923)",,,,,,,,,,,,,,,,,,,,
573,,,,,,"(1201,478)",,,,,,"(1111,383)","(1181,270)","(1096,777)",,"(548,537)","(1126,160)",,,"(1242,294)","(577,435)",,,"(959,767)",,,,,,"(940,923)",,,,,,,,,,,,,,,,,,,,
574,,,,,,"(1193,482)",,,,,,,"(1181,270)","(1096,777)","(775,147)","(548,539)","(1129,160)",,,"(1245,288)","(578,435)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
575,,,,,,"(1187,482)",,,,,,,"(1181,270)","(1096,776)","(775,148)","(547,541)",,,,"(1248,282)","(577,435)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
576,,,,,,"(1180,487)",,,,,,,"(1181,270)","(1096,778)","(775,151)","(546,545)",,,,"(1250,279)","(578,435)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,"(1172,488)",,,,,,,"(1181,270)","(1098,783)","(775,154)","(545,549)",,,,"(1249,282)","(577,435)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,,,,"(1164,489)",,,,,,,"(1181,270)","(1101,786)","(774,158)","(543,554)",,,,"(1255,281)","(575,433)",,,"(959,767)",,,,,,"(940,924)",,,,,,,,,,,,,,,,,,,,
579,,,,,,"(1159,489)",,,,,,,"(1181,270)","(1103,789)","(773,162)","(541,557)","(1142,165)",,,"(1257,283)","(573,430)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,"(1152,487)",,,,,,,"(1181,270)","(1106,796)","(773,166)","(540,561)","(1145,167)",,,"(1263,283)","(571,427)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
581,,,,,,"(1143,487)",,,,,,,"(1181,270)","(1108,798)","(772,170)","(538,564)","(1149,170)",,,"(1264,282)","(571,422)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
582,,,,,,"(1135,484)",,,,,,,"(1179,272)","(1112,805)","(774,177)","(537,567)","(1151,170)",,,"(1268,282)","(570,415)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
583,,,,,,"(1129,484)",,,,,,,"(1181,270)","(1113,810)","(776,180)","(536,570)","(1155,173)",,,"(1270,282)","(569,409)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
584,,,,,,"(1125,484)",,,,,,,"(1180,271)","(1114,814)","(775,184)","(535,573)","(1158,175)",,,,"(570,401)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
585,,,,,,"(1113,483)",,,,,,,"(1181,269)","(1115,816)","(775,189)","(535,574)","(1167,180)",,,,"(570,393)",,,"(959,768)",,,,,,,,,,,,,,,,,,,,,,,,,,
586,,,,,,"(1105,484)",,,,,,,"(1181,269)","(1116,822)","(775,196)","(534,576)",,,,,"(572,385)",,,"(959,768)",,,,,,,,,,,,,,,,,,,,,,,,,,
587,,,,,,"(1096,484)",,,,,,,"(1182,269)","(1116,824)","(773,202)","(534,576)",,,,,"(575,375)",,,"(959,767)",,,,,,,,,,,,,,,,,,,,,,,,,,
